Country	Indicator	                        Time	Value
Germany	Birth rate, crude (per 1,000 people)	2011	8.1
Germany	Birth rate, crude (per 1,000 people)	2012	8.4
Germany	Birth rate, crude (per 1,000 people)	2013	8.3
Germany	Birth rate, crude (per 1,000 people)	2014	8.6
Germany	Birth rate, crude (per 1,000 people)	2015	NA
Germany	Fertility rate, total (births per woman)	1960	2.37
Germany	Fertility rate, total (births per woman)	1961	2.45
Germany	Fertility rate, total (births per woman)	1962	2.44
Germany	Fertility rate, total (births per woman)	1963	2.51
Germany	Fertility rate, total (births per woman)	1964	2.54
Germany	Fertility rate, total (births per woman)	1965	2.5
Germany	Fertility rate, total (births per woman)	1966	2.53
Germany	Fertility rate, total (births per woman)	1967	2.48
Germany	Fertility rate, total (births per woman)	1968	2.38
Germany	Fertility rate, total (births per woman)	1969	2.21
Germany	Fertility rate, total (births per woman)	1970	2.03
Germany	Fertility rate, total (births per woman)	1971	1.92
Germany	Fertility rate, total (births per woman)	1972	1.71
Germany	Fertility rate, total (births per woman)	1973	1.54
Germany	Fertility rate, total (births per woman)	1974	1.51
Germany	Fertility rate, total (births per woman)	1975	1.45
Germany	Fertility rate, total (births per woman)	1976	1.45
Germany	Fertility rate, total (births per woman)	1977	1.4
Germany	Fertility rate, total (births per woman)	1978	1.38
Germany	Fertility rate, total (births per woman)	1979	1.38
Germany	Fertility rate, total (births per woman)	1980	1.44
Germany	Fertility rate, total (births per woman)	1981	1.43
Germany	Fertility rate, total (births per woman)	1982	1.41
Germany	Fertility rate, total (births per woman)	1983	1.33
Germany	Fertility rate, total (births per woman)	1984	1.29
Germany	Fertility rate, total (births per woman)	1985	1.37
Germany	Fertility rate, total (births per woman)	1986	1.43
Germany	Fertility rate, total (births per woman)	1987	1.43
Germany	Fertility rate, total (births per woman)	1988	1.46
Germany	Fertility rate, total (births per woman)	1989	1.42
Germany	Fertility rate, total (births per woman)	1990	1.45
Germany	Fertility rate, total (births per woman)	1991	1.33
Germany	Fertility rate, total (births per woman)	1992	1.29
Germany	Fertility rate, total (births per woman)	1993	1.28
Germany	Fertility rate, total (births per woman)	1994	1.24
Germany	Fertility rate, total (births per woman)	1995	1.25
Germany	Fertility rate, total (births per woman)	1996	1.3
Germany	Fertility rate, total (births per woman)	1997	1.35
Germany	Fertility rate, total (births per woman)	1998	1.36
Germany	Fertility rate, total (births per woman)	1999	1.36
Germany	Fertility rate, total (births per woman)	2000	1.38
Germany	Fertility rate, total (births per woman)	2001	1.35
Germany	Fertility rate, total (births per woman)	2002	1.34
Germany	Fertility rate, total (births per woman)	2003	1.34
Germany	Fertility rate, total (births per woman)	2004	1.36
Germany	Fertility rate, total (births per woman)	2005	1.34
Germany	Fertility rate, total (births per woman)	2006	1.33
Germany	Fertility rate, total (births per woman)	2007	1.37
Germany	Fertility rate, total (births per woman)	2008	1.38
Germany	Fertility rate, total (births per woman)	2009	1.36
Germany	Fertility rate, total (births per woman)	2010	1.39
Germany	Fertility rate, total (births per woman)	2011	1.36
Germany	Fertility rate, total (births per woman)	2012	1.38
Germany	Fertility rate, total (births per woman)	2013	1.39
Germany	Fertility rate, total (births per woman)	2014	1.39
Germany	Fertility rate, total (births per woman)	2015	NA
Germany	Long-term unemployment, female (% of female unemployment)	1960	NA
Germany	Long-term unemployment, female (% of female unemployment)	1961	NA
Germany	Long-term unemployment, female (% of female unemployment)	1962	NA
Germany	Long-term unemployment, female (% of female unemployment)	1963	NA
Germany	Long-term unemployment, female (% of female unemployment)	1964	NA
Germany	Long-term unemployment, female (% of female unemployment)	1965	NA
Germany	Long-term unemployment, female (% of female unemployment)	1966	NA
Germany	Long-term unemployment, female (% of female unemployment)	1967	NA
Germany	Long-term unemployment, female (% of female unemployment)	1968	NA
Germany	Long-term unemployment, female (% of female unemployment)	1969	NA
Germany	Long-term unemployment, female (% of female unemployment)	1970	NA
Germany	Long-term unemployment, female (% of female unemployment)	1971	NA
Germany	Long-term unemployment, female (% of female unemployment)	1972	NA
Germany	Long-term unemployment, female (% of female unemployment)	1973	NA
Germany	Long-term unemployment, female (% of female unemployment)	1974	NA
Germany	Long-term unemployment, female (% of female unemployment)	1975	NA
Germany	Long-term unemployment, female (% of female unemployment)	1976	NA
Germany	Long-term unemployment, female (% of female unemployment)	1977	NA
Germany	Long-term unemployment, female (% of female unemployment)	1978	NA
Germany	Long-term unemployment, female (% of female unemployment)	1979	NA
Germany	Long-term unemployment, female (% of female unemployment)	1980	NA
Germany	Long-term unemployment, female (% of female unemployment)	1981	NA
Germany	Long-term unemployment, female (% of female unemployment)	1982	NA
Germany	Long-term unemployment, female (% of female unemployment)	1983	NA
Germany	Long-term unemployment, female (% of female unemployment)	1984	NA
Germany	Long-term unemployment, female (% of female unemployment)	1985	NA
Germany	Long-term unemployment, female (% of female unemployment)	1986	NA
Germany	Long-term unemployment, female (% of female unemployment)	1987	NA
Germany	Long-term unemployment, female (% of female unemployment)	1988	NA
Germany	Long-term unemployment, female (% of female unemployment)	1989	NA
Germany	Long-term unemployment, female (% of female unemployment)	1990	NA
Germany	Long-term unemployment, female (% of female unemployment)	1991	27.5
Germany	Long-term unemployment, female (% of female unemployment)	1992	30.3999996185303
Germany	Long-term unemployment, female (% of female unemployment)	1993	43.2000007629395
Germany	Long-term unemployment, female (% of female unemployment)	1994	47
Germany	Long-term unemployment, female (% of female unemployment)	1995	50.9000015258789
Germany	Long-term unemployment, female (% of female unemployment)	1996	51
Germany	Long-term unemployment, female (% of female unemployment)	1997	52.7999992370605
Germany	Long-term unemployment, female (% of female unemployment)	1998	54.5
Germany	Long-term unemployment, female (% of female unemployment)	1999	53.0999984741211
Germany	Long-term unemployment, female (% of female unemployment)	2000	51.7999992370605
Germany	Long-term unemployment, female (% of female unemployment)	2001	52.2000007629395
Germany	Long-term unemployment, female (% of female unemployment)	2002	49.5999984741211
Germany	Long-term unemployment, female (% of female unemployment)	2003	51.5999984741211
Germany	Long-term unemployment, female (% of female unemployment)	2004	52.9000015258789
Germany	Long-term unemployment, female (% of female unemployment)	2005	52.5
Germany	Long-term unemployment, female (% of female unemployment)	2006	55.9000015258789
Germany	Long-term unemployment, female (% of female unemployment)	2007	55.7999992370605
Germany	Long-term unemployment, female (% of female unemployment)	2008	51.0999984741211
Germany	Long-term unemployment, female (% of female unemployment)	2009	46.2999992370605
Germany	Long-term unemployment, female (% of female unemployment)	2010	46
Germany	Long-term unemployment, female (% of female unemployment)	2011	45.7999992370605
Germany	Long-term unemployment, female (% of female unemployment)	2012	43.4000015258789
Germany	Long-term unemployment, female (% of female unemployment)	2013	43.5
Germany	Long-term unemployment, female (% of female unemployment)	2014	41.5999984741211
Germany	Long-term unemployment, female (% of female unemployment)	2015	NA
Germany	Long-term unemployment, male (% of male unemployment)	1960	NA
Germany	Long-term unemployment, male (% of male unemployment)	1961	NA
Germany	Long-term unemployment, male (% of male unemployment)	1962	NA
Germany	Long-term unemployment, male (% of male unemployment)	1963	NA
Germany	Long-term unemployment, male (% of male unemployment)	1964	NA
Germany	Long-term unemployment, male (% of male unemployment)	1965	NA
Germany	Long-term unemployment, male (% of male unemployment)	1966	NA
Germany	Long-term unemployment, male (% of male unemployment)	1967	NA
Germany	Long-term unemployment, male (% of male unemployment)	1968	NA
Germany	Long-term unemployment, male (% of male unemployment)	1969	NA
Germany	Long-term unemployment, male (% of male unemployment)	1970	NA
Germany	Long-term unemployment, male (% of male unemployment)	1971	NA
Germany	Long-term unemployment, male (% of male unemployment)	1972	NA
Germany	Long-term unemployment, male (% of male unemployment)	1973	NA
Germany	Long-term unemployment, male (% of male unemployment)	1974	NA
Germany	Long-term unemployment, male (% of male unemployment)	1975	NA
Germany	Long-term unemployment, male (% of male unemployment)	1976	NA
Germany	Long-term unemployment, male (% of male unemployment)	1977	NA
Germany	Long-term unemployment, male (% of male unemployment)	1978	NA
Germany	Long-term unemployment, male (% of male unemployment)	1979	NA
Germany	Long-term unemployment, male (% of male unemployment)	1980	NA
Germany	Long-term unemployment, male (% of male unemployment)	1981	NA
Germany	Long-term unemployment, male (% of male unemployment)	1982	NA
Germany	Long-term unemployment, male (% of male unemployment)	1983	NA
Germany	Long-term unemployment, male (% of male unemployment)	1984	NA
Germany	Long-term unemployment, male (% of male unemployment)	1985	NA
Germany	Long-term unemployment, male (% of male unemployment)	1986	NA
Germany	Long-term unemployment, male (% of male unemployment)	1987	NA
Germany	Long-term unemployment, male (% of male unemployment)	1988	NA
Germany	Long-term unemployment, male (% of male unemployment)	1989	NA
Germany	Long-term unemployment, male (% of male unemployment)	1990	NA
Germany	Long-term unemployment, male (% of male unemployment)	1991	35.7999992370605
Germany	Long-term unemployment, male (% of male unemployment)	1992	36.5999984741211
Germany	Long-term unemployment, male (% of male unemployment)	1993	36.5
Germany	Long-term unemployment, male (% of male unemployment)	1994	40.7999992370605
Germany	Long-term unemployment, male (% of male unemployment)	1995	45.5999984741211
Germany	Long-term unemployment, male (% of male unemployment)	1996	43.7999992370605
Germany	Long-term unemployment, male (% of male unemployment)	1997	46.0999984741211
Germany	Long-term unemployment, male (% of male unemployment)	1998	48.9000015258789
Germany	Long-term unemployment, male (% of male unemployment)	1999	49
Germany	Long-term unemployment, male (% of male unemployment)	2000	49
Germany	Long-term unemployment, male (% of male unemployment)	2001	47.5
Germany	Long-term unemployment, male (% of male unemployment)	2002	45.0999984741211
Germany	Long-term unemployment, male (% of male unemployment)	2003	47.7000007629395
Germany	Long-term unemployment, male (% of male unemployment)	2004	49.7999992370605
Germany	Long-term unemployment, male (% of male unemployment)	2005	52.5
Germany	Long-term unemployment, male (% of male unemployment)	2006	55.5999984741211
Germany	Long-term unemployment, male (% of male unemployment)	2007	56.0999984741211
Germany	Long-term unemployment, male (% of male unemployment)	2008	52.5
Germany	Long-term unemployment, male (% of male unemployment)	2009	43.9000015258789
Germany	Long-term unemployment, male (% of male unemployment)	2010	47.5999984741211
Germany	Long-term unemployment, male (% of male unemployment)	2011	49
Germany	Long-term unemployment, male (% of male unemployment)	2012	46.5
Germany	Long-term unemployment, male (% of male unemployment)	2013	45
Germany	Long-term unemployment, male (% of male unemployment)	2014	45.7999992370605
Germany	Long-term unemployment, male (% of male unemployment)	2015	NA
Germany	Unemployment, female (% of female labor force) (national estimate)	1960	NA
Germany	Unemployment, female (% of female labor force) (national estimate)	1961	NA
Germany	Unemployment, female (% of female labor force) (national estimate)	1962	NA
Germany	Unemployment, female (% of female labor force) (national estimate)	1963	NA
Germany	Unemployment, female (% of female labor force) (national estimate)	1964	NA
Germany	Unemployment, female (% of female labor force) (national estimate)	1965	NA
Germany	Unemployment, female (% of female labor force) (national estimate)	1966	NA
Germany	Unemployment, female (% of female labor force) (national estimate)	1967	NA
Germany	Unemployment, female (% of female labor force) (national estimate)	1968	NA
Germany	Unemployment, female (% of female labor force) (national estimate)	1969	NA
Germany	Unemployment, female (% of female labor force) (national estimate)	1970	NA
Germany	Unemployment, female (% of female labor force) (national estimate)	1971	NA
Germany	Unemployment, female (% of female labor force) (national estimate)	1972	NA
Germany	Unemployment, female (% of female labor force) (national estimate)	1973	NA
Germany	Unemployment, female (% of female labor force) (national estimate)	1974	NA
Germany	Unemployment, female (% of female labor force) (national estimate)	1975	NA
Germany	Unemployment, female (% of female labor force) (national estimate)	1976	NA
Germany	Unemployment, female (% of female labor force) (national estimate)	1977	NA
Germany	Unemployment, female (% of female labor force) (national estimate)	1978	NA
Germany	Unemployment, female (% of female labor force) (national estimate)	1979	NA
Germany	Unemployment, female (% of female labor force) (national estimate)	1980	NA
Germany	Unemployment, female (% of female labor force) (national estimate)	1981	NA
Germany	Unemployment, female (% of female labor force) (national estimate)	1982	NA
Germany	Unemployment, female (% of female labor force) (national estimate)	1983	7.5
Germany	Unemployment, female (% of female labor force) (national estimate)	1984	8.19999980926514
Germany	Unemployment, female (% of female labor force) (national estimate)	1985	8.5
Germany	Unemployment, female (% of female labor force) (national estimate)	1986	8.19999980926514
Germany	Unemployment, female (% of female labor force) (national estimate)	1987	7.90000009536743
Germany	Unemployment, female (% of female labor force) (national estimate)	1988	7.90000009536743
Germany	Unemployment, female (% of female labor force) (national estimate)	1989	7.5
Germany	Unemployment, female (% of female labor force) (national estimate)	1990	6.09999990463257
Germany	Unemployment, female (% of female labor force) (national estimate)	1991	6.5
Germany	Unemployment, female (% of female labor force) (national estimate)	1992	8.19999980926514
Germany	Unemployment, female (% of female labor force) (national estimate)	1993	9.30000019073486
Germany	Unemployment, female (% of female labor force) (national estimate)	1994	10.3000001907349
Germany	Unemployment, female (% of female labor force) (national estimate)	1995	9.60000038146973
Germany	Unemployment, female (% of female labor force) (national estimate)	1996	9.60000038146973
Germany	Unemployment, female (% of female labor force) (national estimate)	1997	10.6000003814697
Germany	Unemployment, female (% of female labor force) (national estimate)	1998	10.3999996185303
Germany	Unemployment, female (% of female labor force) (national estimate)	1999	9.19999980926514
Germany	Unemployment, female (% of female labor force) (national estimate)	2000	8.30000019073486
Germany	Unemployment, female (% of female labor force) (national estimate)	2001	7.80000019073486
Germany	Unemployment, female (% of female labor force) (national estimate)	2002	8.19999980926514
Germany	Unemployment, female (% of female labor force) (national estimate)	2003	9.30000019073486
Germany	Unemployment, female (% of female labor force) (national estimate)	2004	10.1000003814697
Germany	Unemployment, female (% of female labor force) (national estimate)	2005	10.8999996185303
Germany	Unemployment, female (% of female labor force) (national estimate)	2006	10.1999998092651
Germany	Unemployment, female (% of female labor force) (national estimate)	2007	8.80000019073486
Germany	Unemployment, female (% of female labor force) (national estimate)	2008	7.59999990463257
Germany	Unemployment, female (% of female labor force) (national estimate)	2009	7.30000019073486
Germany	Unemployment, female (% of female labor force) (national estimate)	2010	6.5
Germany	Unemployment, female (% of female labor force) (national estimate)	2011	5.59999990463257
Germany	Unemployment, female (% of female labor force) (national estimate)	2012	5.19999980926514
Germany	Unemployment, female (% of female labor force) (national estimate)	2013	4.90000009536743
Germany	Unemployment, female (% of female labor force) (national estimate)	2014	4.59999990463257
Germany	Unemployment, female (% of female labor force) (national estimate)	2015	NA
Germany	Unemployment, male (% of male labor force) (national estimate)	1960	NA
Germany	Unemployment, male (% of male labor force) (national estimate)	1961	NA
Germany	Unemployment, male (% of male labor force) (national estimate)	1962	NA
Germany	Unemployment, male (% of male labor force) (national estimate)	1963	NA
Germany	Unemployment, male (% of male labor force) (national estimate)	1964	NA
Germany	Unemployment, male (% of male labor force) (national estimate)	1965	NA
Germany	Unemployment, male (% of male labor force) (national estimate)	1966	NA
Germany	Unemployment, male (% of male labor force) (national estimate)	1967	NA
Germany	Unemployment, male (% of male labor force) (national estimate)	1968	NA
Germany	Unemployment, male (% of male labor force) (national estimate)	1969	NA
Germany	Unemployment, male (% of male labor force) (national estimate)	1970	NA
Germany	Unemployment, male (% of male labor force) (national estimate)	1971	NA
Germany	Unemployment, male (% of male labor force) (national estimate)	1972	NA
Germany	Unemployment, male (% of male labor force) (national estimate)	1973	NA
Germany	Unemployment, male (% of male labor force) (national estimate)	1974	NA
Germany	Unemployment, male (% of male labor force) (national estimate)	1975	NA
Germany	Unemployment, male (% of male labor force) (national estimate)	1976	NA
Germany	Unemployment, male (% of male labor force) (national estimate)	1977	NA
Germany	Unemployment, male (% of male labor force) (national estimate)	1978	NA
Germany	Unemployment, male (% of male labor force) (national estimate)	1979	NA
Germany	Unemployment, male (% of male labor force) (national estimate)	1980	NA
Germany	Unemployment, male (% of male labor force) (national estimate)	1981	NA
Germany	Unemployment, male (% of male labor force) (national estimate)	1982	NA
Germany	Unemployment, male (% of male labor force) (national estimate)	1983	5.80000019073486
Germany	Unemployment, male (% of male labor force) (national estimate)	1984	5.69999980926514
Germany	Unemployment, male (% of male labor force) (national estimate)	1985	5.80000019073486
Germany	Unemployment, male (% of male labor force) (national estimate)	1986	5.5
Germany	Unemployment, male (% of male labor force) (national estimate)	1987	6.09999990463257
Germany	Unemployment, male (% of male labor force) (national estimate)	1988	5.30000019073486
Germany	Unemployment, male (% of male labor force) (national estimate)	1989	4.5
Germany	Unemployment, male (% of male labor force) (national estimate)	1990	4
Germany	Unemployment, male (% of male labor force) (national estimate)	1991	4.40000009536743
Germany	Unemployment, male (% of male labor force) (national estimate)	1992	4.90000009536743
Germany	Unemployment, male (% of male labor force) (national estimate)	1993	6.5
Germany	Unemployment, male (% of male labor force) (national estimate)	1994	7.5
Germany	Unemployment, male (% of male labor force) (national estimate)	1995	7.09999990463257
Germany	Unemployment, male (% of male labor force) (national estimate)	1996	8.19999980926514
Germany	Unemployment, male (% of male labor force) (national estimate)	1997	9.30000019073486
Germany	Unemployment, male (% of male labor force) (national estimate)	1998	9.30000019073486
Germany	Unemployment, male (% of male labor force) (national estimate)	1999	8.60000038146973
Germany	Unemployment, male (% of male labor force) (national estimate)	2000	7.59999990463257
Germany	Unemployment, male (% of male labor force) (national estimate)	2001	7.80000019073486
Germany	Unemployment, male (% of male labor force) (national estimate)	2002	8.69999980926514
Germany	Unemployment, male (% of male labor force) (national estimate)	2003	10.1999998092651
Germany	Unemployment, male (% of male labor force) (national estimate)	2004	11.3000001907349
Germany	Unemployment, male (% of male labor force) (national estimate)	2005	11.3999996185303
Germany	Unemployment, male (% of male labor force) (national estimate)	2006	10.3000001907349
Germany	Unemployment, male (% of male labor force) (national estimate)	2007	8.5
Germany	Unemployment, male (% of male labor force) (national estimate)	2008	7.40000009536743
Germany	Unemployment, male (% of male labor force) (national estimate)	2009	8.10000038146973
Germany	Unemployment, male (% of male labor force) (national estimate)	2010	7.5
Germany	Unemployment, male (% of male labor force) (national estimate)	2011	6
Germany	Unemployment, male (% of male labor force) (national estimate)	2012	5.59999990463257
Germany	Unemployment, male (% of male labor force) (national estimate)	2013	5.5
Germany	Unemployment, male (% of male labor force) (national estimate)	2014	5.30000019073486
Germany	Unemployment, male (% of male labor force) (national estimate)	2015	NA
Germany	GDP per capita (constant LCU)	1960	NA
Germany	GDP per capita (constant LCU)	1961	NA
Germany	GDP per capita (constant LCU)	1962	NA
Germany	GDP per capita (constant LCU)	1963	NA
Germany	GDP per capita (constant LCU)	1964	NA
Germany	GDP per capita (constant LCU)	1965	NA
Germany	GDP per capita (constant LCU)	1966	NA
Germany	GDP per capita (constant LCU)	1967	NA
Germany	GDP per capita (constant LCU)	1968	NA
Germany	GDP per capita (constant LCU)	1969	NA
Germany	GDP per capita (constant LCU)	1970	14817.568239619
Germany	GDP per capita (constant LCU)	1971	15253.7456155658
Germany	GDP per capita (constant LCU)	1972	15833.7656280238
Germany	GDP per capita (constant LCU)	1973	16538.0542497196
Germany	GDP per capita (constant LCU)	1974	16678.7534476396
Germany	GDP per capita (constant LCU)	1975	16595.9544054664
Germany	GDP per capita (constant LCU)	1976	17492.1711478428
Germany	GDP per capita (constant LCU)	1977	18118.6422513749
Germany	GDP per capita (constant LCU)	1978	18679.9907006905
Germany	GDP per capita (constant LCU)	1979	19446.6794122598
Germany	GDP per capita (constant LCU)	1980	19679.7855781666
Germany	GDP per capita (constant LCU)	1981	19753.8292981089
Germany	GDP per capita (constant LCU)	1982	19694.5563950361
Germany	GDP per capita (constant LCU)	1983	20056.7460154826
Germany	GDP per capita (constant LCU)	1984	20694.3474077426
Germany	GDP per capita (constant LCU)	1985	21223.4777753965
Germany	GDP per capita (constant LCU)	1986	21698.9972328513
Germany	GDP per capita (constant LCU)	1987	21969.475153623
Germany	GDP per capita (constant LCU)	1988	22695.096980382
Germany	GDP per capita (constant LCU)	1989	23397.7780412797
Germany	GDP per capita (constant LCU)	1990	24415.9648891143
Germany	GDP per capita (constant LCU)	1991	25476.8922888094
Germany	GDP per capita (constant LCU)	1992	25770.3278098825
Germany	GDP per capita (constant LCU)	1993	25356.6791799184
Germany	GDP per capita (constant LCU)	1994	25889.8305500991
Germany	GDP per capita (constant LCU)	1995	26262.4028577763
Germany	GDP per capita (constant LCU)	1996	26400.6683966668
Germany	GDP per capita (constant LCU)	1997	26849.5565130547
Germany	GDP per capita (constant LCU)	1998	27376.9290955041
Germany	GDP per capita (constant LCU)	1999	27902.9048671634
Germany	GDP per capita (constant LCU)	2000	28690.5192153877
Germany	GDP per capita (constant LCU)	2001	29127.9169956743
Germany	GDP per capita (constant LCU)	2002	29078.9858634225
Germany	GDP per capita (constant LCU)	2003	28856.5719732878
Germany	GDP per capita (constant LCU)	2004	29200.5239936953
Germany	GDP per capita (constant LCU)	2005	29423.5896305906
Germany	GDP per capita (constant LCU)	2006	30546.7459383508
Germany	GDP per capita (constant LCU)	2007	31584.940077338
Germany	GDP per capita (constant LCU)	2008	31987.5530045958
Germany	GDP per capita (constant LCU)	2009	30266.8110435522
Germany	GDP per capita (constant LCU)	2010	31549.9738129079
Germany	GDP per capita (constant LCU)	2011	32696.4093465104
Germany	GDP per capita (constant LCU)	2012	33388.8588246091
Germany	GDP per capita (constant LCU)	2013	32792.3335286229
Germany	GDP per capita (constant LCU)	2014	33795.0710387551
Germany	GDP per capita (constant LCU)	2015	NA
Germany	GDP growth (annual %)	1960	NA
Germany	GDP growth (annual %)	1961	NA
Germany	GDP growth (annual %)	1962	NA
Germany	GDP growth (annual %)	1963	NA
Germany	GDP growth (annual %)	1964	NA
Germany	GDP growth (annual %)	1965	NA
Germany	GDP growth (annual %)	1966	NA
Germany	GDP growth (annual %)	1967	NA
Germany	GDP growth (annual %)	1968	NA
Germany	GDP growth (annual %)	1969	NA
Germany	GDP growth (annual %)	1970	NA
Germany	GDP growth (annual %)	1971	3.13269975367778
Germany	GDP growth (annual %)	1972	4.30034129410552
Germany	GDP growth (annual %)	1973	4.7774869132114
Germany	GDP growth (annual %)	1974	0.890068704199294
Germany	GDP growth (annual %)	1975	-0.866738895212265
Germany	GDP growth (annual %)	1976	4.94925839213008
Germany	GDP growth (annual %)	1977	3.34721808803467
Germany	GDP growth (annual %)	1978	3.00849287686853
Germany	GDP growth (annual %)	1979	4.1503633330354
Germany	GDP growth (annual %)	1980	1.40882865924603
Germany	GDP growth (annual %)	1981	0.529240537221568
Germany	GDP growth (annual %)	1982	-0.394840745632834
Germany	GDP growth (annual %)	1983	1.57241014934053
Germany	GDP growth (annual %)	1984	2.82294783413745
Germany	GDP growth (annual %)	1985	2.32793521988923
Germany	GDP growth (annual %)	1986	2.28733926897232
Germany	GDP growth (annual %)	1987	1.40215157409413
Germany	GDP growth (annual %)	1988	3.70723566872432
Germany	GDP growth (annual %)	1989	3.89655172419432
Germany	GDP growth (annual %)	1990	5.25500608609781
Germany	GDP growth (annual %)	1991	5.10826150794557
Germany	GDP growth (annual %)	1992	1.92380701113764
Germany	GDP growth (annual %)	1993	-0.956165307017542
Germany	GDP growth (annual %)	1994	2.45737182000684
Germany	GDP growth (annual %)	1995	1.73764063121563
Germany	GDP growth (annual %)	1996	0.817897617014211
Germany	GDP growth (annual %)	1997	1.84920066980847
Germany	GDP growth (annual %)	1998	1.97961840703675
Germany	GDP growth (annual %)	1999	1.98713494928661
Germany	GDP growth (annual %)	2000	2.96204536784524
Germany	GDP growth (annual %)	2001	1.69547145188611
Germany	GDP growth (annual %)	2002	0
Germany	GDP growth (annual %)	2003	-0.709906171880789
Germany	GDP growth (annual %)	2004	1.16997041286515
Germany	GDP growth (annual %)	2005	0.70671394810023
Germany	GDP growth (annual %)	2006	3.70015957205484
Germany	GDP growth (annual %)	2007	3.26053529682157
Germany	GDP growth (annual %)	2008	1.08231540391905
Germany	GDP growth (annual %)	2009	-5.61886043465857
Germany	GDP growth (annual %)	2010	4.07993330487069
Germany	GDP growth (annual %)	2011	3.66000015503516
Germany	GDP growth (annual %)	2012	0.405170675144007
Germany	GDP growth (annual %)	2013	0.29784758571904
Germany	GDP growth (annual %)	2014	1.59977039232734
Germany	GDP growth (annual %)	2015	NA
