Country	Indicator	                        Time	Value
Japan	Long-term unemployment, female (% of female unemployment)	1980	14.3000001907349
Japan	Long-term unemployment, female (% of female unemployment)	1981	9.10000038146973
Japan	Long-term unemployment, female (% of female unemployment)	1982	10.1999998092651
Japan	Long-term unemployment, female (% of female unemployment)	1983	4.69999980926514
Japan	Long-term unemployment, female (% of female unemployment)	1984	8.80000019073486
Japan	Long-term unemployment, female (% of female unemployment)	1985	6.30000019073486
Japan	Long-term unemployment, female (% of female unemployment)	1986	11.8999996185303
Japan	Long-term unemployment, female (% of female unemployment)	1987	12
Japan	Long-term unemployment, female (% of female unemployment)	1988	13.1999998092651
Japan	Long-term unemployment, female (% of female unemployment)	1989	12.3000001907349
Japan	Long-term unemployment, female (% of female unemployment)	1990	8.5
Japan	Long-term unemployment, female (% of female unemployment)	1991	11.1000003814697
Japan	Long-term unemployment, female (% of female unemployment)	1992	9.80000019073486
Japan	Long-term unemployment, female (% of female unemployment)	1993	8.80000019073486
Japan	Long-term unemployment, female (% of female unemployment)	1994	11.8000001907349
Japan	Long-term unemployment, female (% of female unemployment)	1995	9.60000038146973
Japan	Long-term unemployment, female (% of female unemployment)	1996	12
Japan	Long-term unemployment, female (% of female unemployment)	1997	11.6000003814697
Japan	Long-term unemployment, female (% of female unemployment)	1998	12.1999998092651
Japan	Long-term unemployment, female (% of female unemployment)	1999	14.6000003814697
Japan	Long-term unemployment, female (% of female unemployment)	2000	17.1000003814697
Japan	Long-term unemployment, female (% of female unemployment)	2001	18.2999992370605
Japan	Long-term unemployment, female (% of female unemployment)	2002	22.3999996185303
Japan	Long-term unemployment, female (% of female unemployment)	2003	24.6000003814697
Japan	Long-term unemployment, female (% of female unemployment)	2004	23.1000003814697
Japan	Long-term unemployment, female (% of female unemployment)	2005	22.6000003814697
Japan	Long-term unemployment, female (% of female unemployment)	2006	20.7999992370605
Japan	Long-term unemployment, female (% of female unemployment)	2007	19.3999996185303
Japan	Long-term unemployment, female (% of female unemployment)	2008	23.7999992370605
Japan	Long-term unemployment, female (% of female unemployment)	2009	18.7999992370605
Japan	Long-term unemployment, female (% of female unemployment)	2010	25.2000007629395
Japan	Long-term unemployment, female (% of female unemployment)	2011	26.7000007629395
Japan	Long-term unemployment, female (% of female unemployment)	2012	26.6000003814697
Japan	Long-term unemployment, female (% of female unemployment)	2013	29.2999992370605
Japan	Long-term unemployment, female (% of female unemployment)	2014	23.7000007629395
Japan	Long-term unemployment, female (% of female unemployment)	2015	NA
Japan	Long-term unemployment, male (% of male unemployment)	1960	NA
Japan	Long-term unemployment, male (% of male unemployment)	1961	NA
Japan	Long-term unemployment, male (% of male unemployment)	1962	NA
Japan	Long-term unemployment, male (% of male unemployment)	1963	NA
Japan	Long-term unemployment, male (% of male unemployment)	1964	NA
Japan	Long-term unemployment, male (% of male unemployment)	1965	NA
Japan	Long-term unemployment, male (% of male unemployment)	1966	NA
Japan	Long-term unemployment, male (% of male unemployment)	1967	NA
Japan	Long-term unemployment, male (% of male unemployment)	1968	NA
Japan	Long-term unemployment, male (% of male unemployment)	1969	NA
Japan	Long-term unemployment, male (% of male unemployment)	1970	NA
Japan	Long-term unemployment, male (% of male unemployment)	1971	NA
Japan	Long-term unemployment, male (% of male unemployment)	1972	NA
Japan	Long-term unemployment, male (% of male unemployment)	1973	NA
Japan	Long-term unemployment, male (% of male unemployment)	1974	NA
Japan	Long-term unemployment, male (% of male unemployment)	1975	NA
Japan	Long-term unemployment, male (% of male unemployment)	1976	NA
Japan	Long-term unemployment, male (% of male unemployment)	1977	NA
Japan	Long-term unemployment, male (% of male unemployment)	1978	NA
Japan	Long-term unemployment, male (% of male unemployment)	1979	NA
Japan	Long-term unemployment, male (% of male unemployment)	1980	16
Japan	Long-term unemployment, male (% of male unemployment)	1981	14.3999996185303
Japan	Long-term unemployment, male (% of male unemployment)	1982	13.1999998092651
Japan	Long-term unemployment, male (% of male unemployment)	1983	16.1000003814697
Japan	Long-term unemployment, male (% of male unemployment)	1984	17.7999992370605
Japan	Long-term unemployment, male (% of male unemployment)	1985	16.7000007629395
Japan	Long-term unemployment, male (% of male unemployment)	1986	20.3999996185303
Japan	Long-term unemployment, male (% of male unemployment)	1987	24.7999992370605
Japan	Long-term unemployment, male (% of male unemployment)	1988	23.3999996185303
Japan	Long-term unemployment, male (% of male unemployment)	1989	22.5
Japan	Long-term unemployment, male (% of male unemployment)	1990	25.8999996185303
Japan	Long-term unemployment, male (% of male unemployment)	1991	21.7000007629395
Japan	Long-term unemployment, male (% of male unemployment)	1992	19.7999992370605
Japan	Long-term unemployment, male (% of male unemployment)	1993	20
Japan	Long-term unemployment, male (% of male unemployment)	1994	21.3999996185303
Japan	Long-term unemployment, male (% of male unemployment)	1995	23.5
Japan	Long-term unemployment, male (% of male unemployment)	1996	23.1000003814697
Japan	Long-term unemployment, male (% of male unemployment)	1997	28.3999996185303
Japan	Long-term unemployment, male (% of male unemployment)	1998	25.2999992370605
Japan	Long-term unemployment, male (% of male unemployment)	1999	27
Japan	Long-term unemployment, male (% of male unemployment)	2000	30.7000007629395
Japan	Long-term unemployment, male (% of male unemployment)	2001	32.0999984741211
Japan	Long-term unemployment, male (% of male unemployment)	2002	36.2000007629395
Japan	Long-term unemployment, male (% of male unemployment)	2003	38.9000015258789
Japan	Long-term unemployment, male (% of male unemployment)	2004	40.2000007629395
Japan	Long-term unemployment, male (% of male unemployment)	2005	40.2999992370605
Japan	Long-term unemployment, male (% of male unemployment)	2006	40.9000015258789
Japan	Long-term unemployment, male (% of male unemployment)	2007	40.2999992370605
Japan	Long-term unemployment, male (% of male unemployment)	2008	39.9000015258789
Japan	Long-term unemployment, male (% of male unemployment)	2009	34.7999992370605
Japan	Long-term unemployment, male (% of male unemployment)	2010	44.7999992370605
Japan	Long-term unemployment, male (% of male unemployment)	2011	47.2999992370605
Japan	Long-term unemployment, male (% of male unemployment)	2012	46.2000007629395
Japan	Long-term unemployment, male (% of male unemployment)	2013	48.7000007629395
Japan	Long-term unemployment, male (% of male unemployment)	2014	47.0999984741211
Japan	Long-term unemployment, male (% of male unemployment)	2015	NA
Japan	Unemployment, female (% of female labor force) (national estimate)	1960	NA
Japan	Unemployment, female (% of female labor force) (national estimate)	1961	NA
Japan	Unemployment, female (% of female labor force) (national estimate)	1962	NA
Japan	Unemployment, female (% of female labor force) (national estimate)	1963	NA
Japan	Unemployment, female (% of female labor force) (national estimate)	1964	NA
Japan	Unemployment, female (% of female labor force) (national estimate)	1965	NA
Japan	Unemployment, female (% of female labor force) (national estimate)	1966	NA
Japan	Unemployment, female (% of female labor force) (national estimate)	1967	NA
Japan	Unemployment, female (% of female labor force) (national estimate)	1968	NA
Japan	Unemployment, female (% of female labor force) (national estimate)	1969	NA
Japan	Unemployment, female (% of female labor force) (national estimate)	1970	NA
Japan	Unemployment, female (% of female labor force) (national estimate)	1971	NA
Japan	Unemployment, female (% of female labor force) (national estimate)	1972	NA
Japan	Unemployment, female (% of female labor force) (national estimate)	1973	NA
Japan	Unemployment, female (% of female labor force) (national estimate)	1974	NA
Japan	Unemployment, female (% of female labor force) (national estimate)	1975	NA
Japan	Unemployment, female (% of female labor force) (national estimate)	1976	NA
Japan	Unemployment, female (% of female labor force) (national estimate)	1977	NA
Japan	Unemployment, female (% of female labor force) (national estimate)	1978	NA
Japan	Unemployment, female (% of female labor force) (national estimate)	1979	NA
Japan	Unemployment, female (% of female labor force) (national estimate)	1980	2.20000004768372
Japan	Unemployment, female (% of female labor force) (national estimate)	1981	2.5
Japan	Unemployment, female (% of female labor force) (national estimate)	1982	2.59999990463257
Japan	Unemployment, female (% of female labor force) (national estimate)	1983	1.79999995231628
Japan	Unemployment, female (% of female labor force) (national estimate)	1984	2.90000009536743
Japan	Unemployment, female (% of female labor force) (national estimate)	1985	2.70000004768372
Japan	Unemployment, female (% of female labor force) (national estimate)	1986	2.79999995231628
Japan	Unemployment, female (% of female labor force) (national estimate)	1987	3.09999990463257
Japan	Unemployment, female (% of female labor force) (national estimate)	1988	2.79999995231628
Japan	Unemployment, female (% of female labor force) (national estimate)	1989	2.59999990463257
Japan	Unemployment, female (% of female labor force) (national estimate)	1990	2.29999995231628
Japan	Unemployment, female (% of female labor force) (national estimate)	1991	2
Japan	Unemployment, female (% of female labor force) (national estimate)	1992	2.29999995231628
Japan	Unemployment, female (% of female labor force) (national estimate)	1993	2.5
Japan	Unemployment, female (% of female labor force) (national estimate)	1994	3.20000004768372
Japan	Unemployment, female (% of female labor force) (national estimate)	1995	3.09999990463257
Japan	Unemployment, female (% of female labor force) (national estimate)	1996	3.40000009536743
Japan	Unemployment, female (% of female labor force) (national estimate)	1997	3.40000009536743
Japan	Unemployment, female (% of female labor force) (national estimate)	1998	3.5
Japan	Unemployment, female (% of female labor force) (national estimate)	1999	4.5
Japan	Unemployment, female (% of female labor force) (national estimate)	2000	4.5
Japan	Unemployment, female (% of female labor force) (national estimate)	2001	4.59999990463257
Japan	Unemployment, female (% of female labor force) (national estimate)	2002	4.90000009536743
Japan	Unemployment, female (% of female labor force) (national estimate)	2003	4.80000019073486
Japan	Unemployment, female (% of female labor force) (national estimate)	2004	4.30000019073486
Japan	Unemployment, female (% of female labor force) (national estimate)	2005	4.19999980926514
Japan	Unemployment, female (% of female labor force) (national estimate)	2006	3.79999995231628
Japan	Unemployment, female (% of female labor force) (national estimate)	2007	3.5
Japan	Unemployment, female (% of female labor force) (national estimate)	2008	3.79999995231628
Japan	Unemployment, female (% of female labor force) (national estimate)	2009	4.59999990463257
Japan	Unemployment, female (% of female labor force) (national estimate)	2010	4.30000019073486
Japan	Unemployment, female (% of female labor force) (national estimate)	2011	4
Japan	Unemployment, female (% of female labor force) (national estimate)	2012	3.90000009536743
Japan	Unemployment, female (% of female labor force) (national estimate)	2013	3.5
Japan	Unemployment, female (% of female labor force) (national estimate)	2014	3.29999995231628
Japan	Unemployment, female (% of female labor force) (national estimate)	2015	NA
Japan	Unemployment, male (% of male labor force) (national estimate)	1960	NA
Japan	Unemployment, male (% of male labor force) (national estimate)	1961	NA
Japan	Unemployment, male (% of male labor force) (national estimate)	1962	NA
Japan	Unemployment, male (% of male labor force) (national estimate)	1963	NA
Japan	Unemployment, male (% of male labor force) (national estimate)	1964	NA
Japan	Unemployment, male (% of male labor force) (national estimate)	1965	NA
Japan	Unemployment, male (% of male labor force) (national estimate)	1966	NA
Japan	Unemployment, male (% of male labor force) (national estimate)	1967	NA
Japan	Unemployment, male (% of male labor force) (national estimate)	1968	NA
Japan	Unemployment, male (% of male labor force) (national estimate)	1969	NA
Japan	Unemployment, male (% of male labor force) (national estimate)	1970	NA
Japan	Unemployment, male (% of male labor force) (national estimate)	1971	NA
Japan	Unemployment, male (% of male labor force) (national estimate)	1972	NA
Japan	Unemployment, male (% of male labor force) (national estimate)	1973	NA
Japan	Unemployment, male (% of male labor force) (national estimate)	1974	NA
Japan	Unemployment, male (% of male labor force) (national estimate)	1975	NA
Japan	Unemployment, male (% of male labor force) (national estimate)	1976	NA
Japan	Unemployment, male (% of male labor force) (national estimate)	1977	NA
Japan	Unemployment, male (% of male labor force) (national estimate)	1978	NA
Japan	Unemployment, male (% of male labor force) (national estimate)	1979	NA
Japan	Unemployment, male (% of male labor force) (national estimate)	1980	2.20000004768372
Japan	Unemployment, male (% of male labor force) (national estimate)	1981	2.79999995231628
Japan	Unemployment, male (% of male labor force) (national estimate)	1982	2.59999990463257
Japan	Unemployment, male (% of male labor force) (national estimate)	1983	2.40000009536743
Japan	Unemployment, male (% of male labor force) (national estimate)	1984	3
Japan	Unemployment, male (% of male labor force) (national estimate)	1985	2.79999995231628
Japan	Unemployment, male (% of male labor force) (national estimate)	1986	2.70000004768372
Japan	Unemployment, male (% of male labor force) (national estimate)	1987	3.09999990463257
Japan	Unemployment, male (% of male labor force) (national estimate)	1988	2.90000009536743
Japan	Unemployment, male (% of male labor force) (national estimate)	1989	2.40000009536743
Japan	Unemployment, male (% of male labor force) (national estimate)	1990	2.20000004768372
Japan	Unemployment, male (% of male labor force) (national estimate)	1991	2.20000004768372
Japan	Unemployment, male (% of male labor force) (national estimate)	1992	2.09999990463257
Japan	Unemployment, male (% of male labor force) (national estimate)	1993	2.29999995231628
Japan	Unemployment, male (% of male labor force) (national estimate)	1994	2.79999995231628
Japan	Unemployment, male (% of male labor force) (national estimate)	1995	3
Japan	Unemployment, male (% of male labor force) (national estimate)	1996	3.40000009536743
Japan	Unemployment, male (% of male labor force) (national estimate)	1997	3.29999995231628
Japan	Unemployment, male (% of male labor force) (national estimate)	1998	3.79999995231628
Japan	Unemployment, male (% of male labor force) (national estimate)	1999	4.69999980926514
Japan	Unemployment, male (% of male labor force) (national estimate)	2000	5
Japan	Unemployment, male (% of male labor force) (national estimate)	2001	4.80000019073486
Japan	Unemployment, male (% of male labor force) (national estimate)	2002	5.40000009536743
Japan	Unemployment, male (% of male labor force) (national estimate)	2003	5.5
Japan	Unemployment, male (% of male labor force) (national estimate)	2004	4.80000019073486
Japan	Unemployment, male (% of male labor force) (national estimate)	2005	4.5
Japan	Unemployment, male (% of male labor force) (national estimate)	2006	4.19999980926514
Japan	Unemployment, male (% of male labor force) (national estimate)	2007	3.79999995231628
Japan	Unemployment, male (% of male labor force) (national estimate)	2008	3.90000009536743
Japan	Unemployment, male (% of male labor force) (national estimate)	2009	5.09999990463257
Japan	Unemployment, male (% of male labor force) (national estimate)	2010	5.30000019073486
Japan	Unemployment, male (% of male labor force) (national estimate)	2011	4.69999980926514
Japan	Unemployment, male (% of male labor force) (national estimate)	2012	4.5
Japan	Unemployment, male (% of male labor force) (national estimate)	2013	4.19999980926514
Japan	Unemployment, male (% of male labor force) (national estimate)	2014	3.59999990463257
Japan	Unemployment, male (% of male labor force) (national estimate)	2015	NA
Japan	GDP per capita (constant LCU)	1960	734651.511144665
Japan	GDP per capita (constant LCU)	1961	801954.358573258
Japan	GDP per capita (constant LCU)	1962	865298.02662873
Japan	GDP per capita (constant LCU)	1963	929118.904051688
Japan	GDP per capita (constant LCU)	1964	1026854.230339
Japan	GDP per capita (constant LCU)	1965	1074998.89290787
Japan	GDP per capita (constant LCU)	1966	1178553.08517526
Japan	GDP per capita (constant LCU)	1967	1297009.45665326
Japan	GDP per capita (constant LCU)	1968	1459228.56961234
Japan	GDP per capita (constant LCU)	1969	1607726.77257879
Japan	GDP per capita (constant LCU)	1970	1573378.72216398
Japan	GDP per capita (constant LCU)	1971	1626240.43716946
Japan	GDP per capita (constant LCU)	1972	1738540.46604191
Japan	GDP per capita (constant LCU)	1973	1862706.72179702
Japan	GDP per capita (constant LCU)	1974	1805094.61827309
Japan	GDP per capita (constant LCU)	1975	1831342.85905306
Japan	GDP per capita (constant LCU)	1976	1890107.01053108
Japan	GDP per capita (constant LCU)	1977	1954166.23868509
Japan	GDP per capita (constant LCU)	1978	2038657.60469112
Japan	GDP per capita (constant LCU)	1979	2132418.86512989
Japan	GDP per capita (constant LCU)	1980	2175379.53897947
Japan	GDP per capita (constant LCU)	1981	2249560.07572249
Japan	GDP per capita (constant LCU)	1982	2309792.80933988
Japan	GDP per capita (constant LCU)	1983	2364321.37388541
Japan	GDP per capita (constant LCU)	1984	2454242.75635738
Japan	GDP per capita (constant LCU)	1985	2593772.6228597
Japan	GDP per capita (constant LCU)	1986	2651002.45033994
Japan	GDP per capita (constant LCU)	1987	2746349.93270429
Japan	GDP per capita (constant LCU)	1988	2930095.52878488
Japan	GDP per capita (constant LCU)	1989	3074832.12618425
Japan	GDP per capita (constant LCU)	1990	3235111.42863757
Japan	GDP per capita (constant LCU)	1991	3332299.50222723
Japan	GDP per capita (constant LCU)	1992	3351262.6195695
Japan	GDP per capita (constant LCU)	1993	3348719.88124077
Japan	GDP per capita (constant LCU)	1994	3366151.14188987
Japan	GDP per capita (constant LCU)	1995	3418457.09744737
Japan	GDP per capita (constant LCU)	1996	3498810.87110936
Japan	GDP per capita (constant LCU)	1997	3546179.29863633
Japan	GDP per capita (constant LCU)	1998	3465713.90744937
Japan	GDP per capita (constant LCU)	1999	3452495.90074942
Japan	GDP per capita (constant LCU)	2000	3524535.21309099
Japan	GDP per capita (constant LCU)	2001	3528551.19969249
Japan	GDP per capita (constant LCU)	2002	3530549.02664287
Japan	GDP per capita (constant LCU)	2003	3582368.92781205
Japan	GDP per capita (constant LCU)	2004	3665704.82312912
Japan	GDP per capita (constant LCU)	2005	3713110.23626979
Japan	GDP per capita (constant LCU)	2006	3773577.42767845
Japan	GDP per capita (constant LCU)	2007	3851872.58612745
Japan	GDP per capita (constant LCU)	2008	3809904.68510499
Japan	GDP per capita (constant LCU)	2009	3599781.90029442
Japan	GDP per capita (constant LCU)	2010	3766568.28297025
Japan	GDP per capita (constant LCU)	2011	3756929.7146058
Japan	GDP per capita (constant LCU)	2012	3830480.16574187
Japan	GDP per capita (constant LCU)	2013	3899092.13164323
Japan	GDP per capita (constant LCU)	2014	3901354.08650331
Japan	GDP per capita (constant LCU)	2015	NA
Japan	GDP growth (annual %)	1960	NA
Japan	GDP growth (annual %)	1961	12.0435364080117
Japan	GDP growth (annual %)	1962	8.90897299558068
Japan	GDP growth (annual %)	1963	8.47364238279391
Japan	GDP growth (annual %)	1964	11.6767081963974
Japan	GDP growth (annual %)	1965	5.81970787298218
Japan	GDP growth (annual %)	1966	10.6385615591638
Japan	GDP growth (annual %)	1967	11.0821423246928
Japan	GDP growth (annual %)	1968	12.8824681383234
Japan	GDP growth (annual %)	1969	12.4778945144977
Japan	GDP growth (annual %)	1970	-1.02378934270344
Japan	GDP growth (annual %)	1971	4.69899204223955
Japan	GDP growth (annual %)	1972	8.41354725519619
Japan	GDP growth (annual %)	1973	8.03259997470759
Japan	GDP growth (annual %)	1974	-1.22523982752838
Japan	GDP growth (annual %)	1975	3.09157591621754
Japan	GDP growth (annual %)	1976	3.97498409097427
Japan	GDP growth (annual %)	1977	4.39033795024852
Japan	GDP growth (annual %)	1978	5.2719415029552
Japan	GDP growth (annual %)	1979	5.48404183243474
Japan	GDP growth (annual %)	1980	2.81759120759146
Japan	GDP growth (annual %)	1981	4.17684395605036
Japan	GDP growth (annual %)	1982	3.37660829647312
Japan	GDP growth (annual %)	1983	3.06073803569728
Japan	GDP growth (annual %)	1984	4.46389901588201
Japan	GDP growth (annual %)	1985	6.33335688874419
Japan	GDP growth (annual %)	1986	2.83107664081793
Japan	GDP growth (annual %)	1987	4.10742706380134
Japan	GDP growth (annual %)	1988	7.14669370733412
Japan	GDP growth (annual %)	1989	5.37015251895328
Japan	GDP growth (annual %)	1990	5.57239829948062
Japan	GDP growth (annual %)	1991	3.32434077482466
Japan	GDP growth (annual %)	1992	0.81902985883076
Japan	GDP growth (annual %)	1993	0.171062719640176
Japan	GDP growth (annual %)	1994	0.863578243741685
Japan	GDP growth (annual %)	1995	1.9423434223593
Japan	GDP growth (annual %)	1996	2.61005462852573
Japan	GDP growth (annual %)	1997	1.59562858836495
Japan	GDP growth (annual %)	1998	-2.00314783384422
Japan	GDP growth (annual %)	1999	-0.199337318936728
Japan	GDP growth (annual %)	2000	2.25749530218789
Japan	GDP growth (annual %)	2001	0.355461714844068
Japan	GDP growth (annual %)	2002	0.289548450888503
Japan	GDP growth (annual %)	2003	1.68511172176457
Japan	GDP growth (annual %)	2004	2.36073011347646
Japan	GDP growth (annual %)	2005	1.30272814427119
Japan	GDP growth (annual %)	2006	1.69290424492254
Japan	GDP growth (annual %)	2007	2.1921862325069
Japan	GDP growth (annual %)	2008	-1.04163603444127
Japan	GDP growth (annual %)	2009	-5.52697648865967
Japan	GDP growth (annual %)	2010	4.65203015430662
Japan	GDP growth (annual %)	2011	-0.452724839090976
Japan	GDP growth (annual %)	2012	1.75368977535797
Japan	GDP growth (annual %)	2013	1.61336690630259
Japan	GDP growth (annual %)	2014	-0.104499999999959
Japan	GDP growth (annual %)	2015	NA
