Country	Indicator	                        Time	Value
Italy	Unemployment, female (% of female labor force) (national estimate)	1986	17
Italy	Unemployment, female (% of female labor force) (national estimate)	1987	16.6000003814697
Italy	Unemployment, female (% of female labor force) (national estimate)	1988	17.3999996185303
Italy	Unemployment, female (% of female labor force) (national estimate)	1989	17.2999992370605
Italy	Unemployment, female (% of female labor force) (national estimate)	1990	15.6999998092651
Italy	Unemployment, female (% of female labor force) (national estimate)	1991	15.6999998092651
Italy	Unemployment, female (% of female labor force) (national estimate)	1992	13.8999996185303
Italy	Unemployment, female (% of female labor force) (national estimate)	1993	14.8000001907349
Italy	Unemployment, female (% of female labor force) (national estimate)	1994	15.3000001907349
Italy	Unemployment, female (% of female labor force) (national estimate)	1995	16.1000003814697
Italy	Unemployment, female (% of female labor force) (national estimate)	1996	16.2000007629395
Italy	Unemployment, female (% of female labor force) (national estimate)	1997	16.3999996185303
Italy	Unemployment, female (% of female labor force) (national estimate)	1998	16.5
Italy	Unemployment, female (% of female labor force) (national estimate)	1999	16.2999992370605
Italy	Unemployment, female (% of female labor force) (national estimate)	2000	14.8999996185303
Italy	Unemployment, female (% of female labor force) (national estimate)	2001	13
Italy	Unemployment, female (% of female labor force) (national estimate)	2002	12.6000003814697
Italy	Unemployment, female (% of female labor force) (national estimate)	2003	11.8999996185303
Italy	Unemployment, female (% of female labor force) (national estimate)	2004	10.1999998092651
Italy	Unemployment, female (% of female labor force) (national estimate)	2005	10
Italy	Unemployment, female (% of female labor force) (national estimate)	2006	8.80000019073486
Italy	Unemployment, female (% of female labor force) (national estimate)	2007	7.80000019073486
Italy	Unemployment, female (% of female labor force) (national estimate)	2008	8.5
Italy	Unemployment, female (% of female labor force) (national estimate)	2009	9.19999980926514
Italy	Unemployment, female (% of female labor force) (national estimate)	2010	9.60000038146973
Italy	Unemployment, female (% of female labor force) (national estimate)	2011	9.5
Italy	Unemployment, female (% of female labor force) (national estimate)	2012	11.8000001907349
Italy	Unemployment, female (% of female labor force) (national estimate)	2013	13.1000003814697
Italy	Unemployment, female (% of female labor force) (national estimate)	2014	13.8000001907349
Italy	Unemployment, female (% of female labor force) (national estimate)	2015	NA
Italy	Unemployment, male (% of male labor force) (national estimate)	1960	NA
Italy	Unemployment, male (% of male labor force) (national estimate)	1961	NA
Italy	Unemployment, male (% of male labor force) (national estimate)	1962	NA
Italy	Unemployment, male (% of male labor force) (national estimate)	1963	NA
Italy	Unemployment, male (% of male labor force) (national estimate)	1964	NA
Italy	Unemployment, male (% of male labor force) (national estimate)	1965	NA
Italy	Unemployment, male (% of male labor force) (national estimate)	1966	NA
Italy	Unemployment, male (% of male labor force) (national estimate)	1967	NA
Italy	Unemployment, male (% of male labor force) (national estimate)	1968	NA
Italy	Unemployment, male (% of male labor force) (national estimate)	1969	NA
Italy	Unemployment, male (% of male labor force) (national estimate)	1970	NA
Italy	Unemployment, male (% of male labor force) (national estimate)	1971	NA
Italy	Unemployment, male (% of male labor force) (national estimate)	1972	NA
Italy	Unemployment, male (% of male labor force) (national estimate)	1973	NA
Italy	Unemployment, male (% of male labor force) (national estimate)	1974	NA
Italy	Unemployment, male (% of male labor force) (national estimate)	1975	NA
Italy	Unemployment, male (% of male labor force) (national estimate)	1976	NA
Italy	Unemployment, male (% of male labor force) (national estimate)	1977	NA
Italy	Unemployment, male (% of male labor force) (national estimate)	1978	NA
Italy	Unemployment, male (% of male labor force) (national estimate)	1979	NA
Italy	Unemployment, male (% of male labor force) (national estimate)	1980	12.6000003814697
Italy	Unemployment, male (% of male labor force) (national estimate)	1981	13.1999998092651
Italy	Unemployment, male (% of male labor force) (national estimate)	1982	14.6999998092651
Italy	Unemployment, male (% of male labor force) (national estimate)	1983	5.59999990463257
Italy	Unemployment, male (% of male labor force) (national estimate)	1984	6.40000009536743
Italy	Unemployment, male (% of male labor force) (national estimate)	1985	6.30000019073486
Italy	Unemployment, male (% of male labor force) (national estimate)	1986	7.09999990463257
Italy	Unemployment, male (% of male labor force) (national estimate)	1987	7.5
Italy	Unemployment, male (% of male labor force) (national estimate)	1988	7.30000019073486
Italy	Unemployment, male (% of male labor force) (national estimate)	1989	7.40000009536743
Italy	Unemployment, male (% of male labor force) (national estimate)	1990	6.40000009536743
Italy	Unemployment, male (% of male labor force) (national estimate)	1991	6.80000019073486
Italy	Unemployment, male (% of male labor force) (national estimate)	1992	6.69999980926514
Italy	Unemployment, male (% of male labor force) (national estimate)	1993	7.59999990463257
Italy	Unemployment, male (% of male labor force) (national estimate)	1994	8.69999980926514
Italy	Unemployment, male (% of male labor force) (national estimate)	1995	9.10000038146973
Italy	Unemployment, male (% of male labor force) (national estimate)	1996	9.30000019073486
Italy	Unemployment, male (% of male labor force) (national estimate)	1997	9.39999961853027
Italy	Unemployment, male (% of male labor force) (national estimate)	1998	9.39999961853027
Italy	Unemployment, male (% of male labor force) (national estimate)	1999	8.80000019073486
Italy	Unemployment, male (% of male labor force) (national estimate)	2000	8.30000019073486
Italy	Unemployment, male (% of male labor force) (national estimate)	2001	7.40000009536743
Italy	Unemployment, male (% of male labor force) (national estimate)	2002	7
Italy	Unemployment, male (% of male labor force) (national estimate)	2003	6.90000009536743
Italy	Unemployment, male (% of male labor force) (national estimate)	2004	6.30000019073486
Italy	Unemployment, male (% of male labor force) (national estimate)	2005	6.19999980926514
Italy	Unemployment, male (% of male labor force) (national estimate)	2006	5.40000009536743
Italy	Unemployment, male (% of male labor force) (national estimate)	2007	4.90000009536743
Italy	Unemployment, male (% of male labor force) (national estimate)	2008	5.5
Italy	Unemployment, male (% of male labor force) (national estimate)	2009	6.69999980926514
Italy	Unemployment, male (% of male labor force) (national estimate)	2010	7.5
Italy	Unemployment, male (% of male labor force) (national estimate)	2011	7.5
Italy	Unemployment, male (% of male labor force) (national estimate)	2012	9.80000019073486
Italy	Unemployment, male (% of male labor force) (national estimate)	2013	11.5
Italy	Unemployment, male (% of male labor force) (national estimate)	2014	11.8999996185303
Italy	Unemployment, male (% of male labor force) (national estimate)	2015	NA
Italy	GDP per capita (constant LCU)	1960	8205.60464932255
Italy	GDP per capita (constant LCU)	1961	8819.91058165479
Italy	GDP per capita (constant LCU)	1962	9303.90121414278
Italy	GDP per capita (constant LCU)	1963	9754.40099448191
Italy	GDP per capita (constant LCU)	1964	9945.15149656242
Italy	GDP per capita (constant LCU)	1965	10184.038624884
Italy	GDP per capita (constant LCU)	1966	10709.9590080471
Italy	GDP per capita (constant LCU)	1967	11396.0044535998
Italy	GDP per capita (constant LCU)	1968	12065.3595553404
Italy	GDP per capita (constant LCU)	1969	12728.8553352806
Italy	GDP per capita (constant LCU)	1970	13334.1136285728
Italy	GDP per capita (constant LCU)	1971	13513.3615104185
Italy	GDP per capita (constant LCU)	1972	13932.7472941318
Italy	GDP per capita (constant LCU)	1973	14824.6947375196
Italy	GDP per capita (constant LCU)	1974	15538.0611007615
Italy	GDP per capita (constant LCU)	1975	15122.7001492993
Italy	GDP per capita (constant LCU)	1976	16119.636898209
Italy	GDP per capita (constant LCU)	1977	16462.3125652674
Italy	GDP per capita (constant LCU)	1978	16935.2643336693
Italy	GDP per capita (constant LCU)	1979	17892.6527638738
Italy	GDP per capita (constant LCU)	1980	18468.2898392797
Italy	GDP per capita (constant LCU)	1981	18601.8585006551
Italy	GDP per capita (constant LCU)	1982	18664.9606459078
Italy	GDP per capita (constant LCU)	1983	18876.3396763112
Italy	GDP per capita (constant LCU)	1984	19480.9078815777
Italy	GDP per capita (constant LCU)	1985	20020.2137183897
Italy	GDP per capita (constant LCU)	1986	20591.6640750595
Italy	GDP per capita (constant LCU)	1987	21246.773513787
Italy	GDP per capita (constant LCU)	1988	22127.2487497989
Italy	GDP per capita (constant LCU)	1989	22859.8514188217
Italy	GDP per capita (constant LCU)	1990	23294.2891301082
Italy	GDP per capita (constant LCU)	1991	23636.2902003736
Italy	GDP per capita (constant LCU)	1992	23817.2987111117
Italy	GDP per capita (constant LCU)	1993	23599.751097189
Italy	GDP per capita (constant LCU)	1994	24102.4766481245
Italy	GDP per capita (constant LCU)	1995	24797.8818668953
Italy	GDP per capita (constant LCU)	1996	25109.9333680746
Italy	GDP per capita (constant LCU)	1997	25557.3949156107
Italy	GDP per capita (constant LCU)	1998	25963.2346124038
Italy	GDP per capita (constant LCU)	1999	26364.1157842311
Italy	GDP per capita (constant LCU)	2000	27329.8797104596
Italy	GDP per capita (constant LCU)	2001	27798.7668414244
Italy	GDP per capita (constant LCU)	2002	27827.010273768
Italy	GDP per capita (constant LCU)	2003	27745.8809970889
Italy	GDP per capita (constant LCU)	2004	28003.3525925926
Italy	GDP per capita (constant LCU)	2005	28130.7055691577
Italy	GDP per capita (constant LCU)	2006	28609.0049444329
Italy	GDP per capita (constant LCU)	2007	28884.5198312545
Italy	GDP per capita (constant LCU)	2008	28392.567861709
Italy	GDP per capita (constant LCU)	2009	26714.2717707218
Italy	GDP per capita (constant LCU)	2010	27087.7933092125
Italy	GDP per capita (constant LCU)	2011	27199.9315116582
Italy	GDP per capita (constant LCU)	2012	26362.3010200065
Italy	GDP per capita (constant LCU)	2013	25603.1113733405
Italy	GDP per capita (constant LCU)	2014	25256.6674491529
Italy	GDP per capita (constant LCU)	2015	NA
Italy	GDP growth (annual %)	1960	NA
Italy	GDP growth (annual %)	1961	8.20724591384771
Italy	GDP growth (annual %)	1962	6.20365045787122
Italy	GDP growth (annual %)	1963	5.60972797819839
Italy	GDP growth (annual %)	1964	2.79770227911492
Italy	GDP growth (annual %)	1965	3.26802371964183
Italy	GDP growth (annual %)	1966	5.98479422519715
Italy	GDP growth (annual %)	1967	7.17861246556181
Italy	GDP growth (annual %)	1968	6.54455465470529
Italy	GDP growth (annual %)	1969	6.09805999558608
Italy	GDP growth (annual %)	1970	5.3105024285488
Italy	GDP growth (annual %)	1971	1.81810798268769
Italy	GDP growth (annual %)	1972	3.69048575425484
Italy	GDP growth (annual %)	1973	7.1258622963511
Italy	GDP growth (annual %)	1974	5.50014112557258
Italy	GDP growth (annual %)	1975	-2.09016291685244
Italy	GDP growth (annual %)	1976	7.12538516250656
Italy	GDP growth (annual %)	1977	2.56050079524093
Italy	GDP growth (annual %)	1978	3.24013979340168
Italy	GDP growth (annual %)	1979	5.95915945011265
Italy	GDP growth (annual %)	1980	3.43001637371034
Italy	GDP growth (annual %)	1981	0.844227637262819
Italy	GDP growth (annual %)	1982	0.413585654934835
Italy	GDP growth (annual %)	1983	1.16920349786214
Italy	GDP growth (annual %)	1984	3.22585237993384
Italy	GDP growth (annual %)	1985	2.79808572501568
Italy	GDP growth (annual %)	1986	2.85997189200981
Italy	GDP growth (annual %)	1987	3.19196061867899
Italy	GDP growth (annual %)	1988	4.19437726758538
Italy	GDP growth (annual %)	1989	3.38838351289574
Italy	GDP growth (annual %)	1990	1.9857749009788
Italy	GDP growth (annual %)	1991	1.53844755119185
Italy	GDP growth (annual %)	1992	0.834275471163053
Italy	GDP growth (annual %)	1993	-0.852805752805821
Italy	GDP growth (annual %)	1994	2.15102364171796
Italy	GDP growth (annual %)	1995	2.88683674239198
Italy	GDP growth (annual %)	1996	1.28684172613217
Italy	GDP growth (annual %)	1997	1.83587410037561
Italy	GDP growth (annual %)	1998	1.61718922572425
Italy	GDP growth (annual %)	1999	1.56111600800661
Italy	GDP growth (annual %)	2000	3.71014968668139
Italy	GDP growth (annual %)	2001	1.77280479262862
Italy	GDP growth (annual %)	2002	0.2507783634031
Italy	GDP growth (annual %)	2003	0.15264920815865
Italy	GDP growth (annual %)	2004	1.58326986092131
Italy	GDP growth (annual %)	2005	0.949616237138713
Italy	GDP growth (annual %)	2006	2.00640492621345
Italy	GDP growth (annual %)	2007	1.47412115960459
Italy	GDP growth (annual %)	2008	-1.04982023279506
Italy	GDP growth (annual %)	2009	-5.48138016114207
Italy	GDP growth (annual %)	2010	1.71058185843889
Italy	GDP growth (annual %)	2011	0.586819402557765
Italy	GDP growth (annual %)	2012	-2.81793859650334
Italy	GDP growth (annual %)	2013	-1.74741298505894
Italy	GDP growth (annual %)	2014	-0.443878226180374
Italy	GDP growth (annual %)	2015	NA
