Country	        Indicator	                        Time	Value
United Kingdom	Birth rate, crude (per 1,000 people)	1996	12.6
United Kingdom	Birth rate, crude (per 1,000 people)	1997	12.5
United Kingdom	Birth rate, crude (per 1,000 people)	1998	12.3
United Kingdom	Birth rate, crude (per 1,000 people)	1999	11.9
United Kingdom	Birth rate, crude (per 1,000 people)	2000	11.5
United Kingdom	Birth rate, crude (per 1,000 people)	2001	11.3
United Kingdom	Birth rate, crude (per 1,000 people)	2002	11.3
United Kingdom	Birth rate, crude (per 1,000 people)	2003	11.7
United Kingdom	Birth rate, crude (per 1,000 people)	2004	11.9
United Kingdom	Birth rate, crude (per 1,000 people)	2005	12
United Kingdom	Birth rate, crude (per 1,000 people)	2006	12.3
United Kingdom	Birth rate, crude (per 1,000 people)	2007	12.6
United Kingdom	Birth rate, crude (per 1,000 people)	2008	12.9
United Kingdom	Birth rate, crude (per 1,000 people)	2009	12.7
United Kingdom	Birth rate, crude (per 1,000 people)	2010	12.9
United Kingdom	Birth rate, crude (per 1,000 people)	2011	12.8
United Kingdom	Birth rate, crude (per 1,000 people)	2012	12.8
United Kingdom	Birth rate, crude (per 1,000 people)	2013	12.1
United Kingdom	Birth rate, crude (per 1,000 people)	2014	12
United Kingdom	Birth rate, crude (per 1,000 people)	2015	NA
United Kingdom	Fertility rate, total (births per woman)	1960	2.69
United Kingdom	Fertility rate, total (births per woman)	1961	2.78
United Kingdom	Fertility rate, total (births per woman)	1962	2.86
United Kingdom	Fertility rate, total (births per woman)	1963	2.88
United Kingdom	Fertility rate, total (births per woman)	1964	2.93
United Kingdom	Fertility rate, total (births per woman)	1965	2.86
United Kingdom	Fertility rate, total (births per woman)	1966	2.78
United Kingdom	Fertility rate, total (births per woman)	1967	2.68
United Kingdom	Fertility rate, total (births per woman)	1968	2.6
United Kingdom	Fertility rate, total (births per woman)	1969	2.51
United Kingdom	Fertility rate, total (births per woman)	1970	2.44
United Kingdom	Fertility rate, total (births per woman)	1971	2.41
United Kingdom	Fertility rate, total (births per woman)	1972	2.2
United Kingdom	Fertility rate, total (births per woman)	1973	2.04
United Kingdom	Fertility rate, total (births per woman)	1974	1.92
United Kingdom	Fertility rate, total (births per woman)	1975	1.81
United Kingdom	Fertility rate, total (births per woman)	1976	1.74
United Kingdom	Fertility rate, total (births per woman)	1977	1.69
United Kingdom	Fertility rate, total (births per woman)	1978	1.75
United Kingdom	Fertility rate, total (births per woman)	1979	1.86
United Kingdom	Fertility rate, total (births per woman)	1980	1.9
United Kingdom	Fertility rate, total (births per woman)	1981	1.82
United Kingdom	Fertility rate, total (births per woman)	1982	1.78
United Kingdom	Fertility rate, total (births per woman)	1983	1.77
United Kingdom	Fertility rate, total (births per woman)	1984	1.77
United Kingdom	Fertility rate, total (births per woman)	1985	1.79
United Kingdom	Fertility rate, total (births per woman)	1986	1.78
United Kingdom	Fertility rate, total (births per woman)	1987	1.81
United Kingdom	Fertility rate, total (births per woman)	1988	1.82
United Kingdom	Fertility rate, total (births per woman)	1989	1.79
United Kingdom	Fertility rate, total (births per woman)	1990	1.83
United Kingdom	Fertility rate, total (births per woman)	1991	1.82
United Kingdom	Fertility rate, total (births per woman)	1992	1.79
United Kingdom	Fertility rate, total (births per woman)	1993	1.76
United Kingdom	Fertility rate, total (births per woman)	1994	1.74
United Kingdom	Fertility rate, total (births per woman)	1995	1.71
United Kingdom	Fertility rate, total (births per woman)	1996	1.73
United Kingdom	Fertility rate, total (births per woman)	1997	1.72
United Kingdom	Fertility rate, total (births per woman)	1998	1.71
United Kingdom	Fertility rate, total (births per woman)	1999	1.68
United Kingdom	Fertility rate, total (births per woman)	2000	1.64
United Kingdom	Fertility rate, total (births per woman)	2001	1.63
United Kingdom	Fertility rate, total (births per woman)	2002	1.63
United Kingdom	Fertility rate, total (births per woman)	2003	1.7
United Kingdom	Fertility rate, total (births per woman)	2004	1.75
United Kingdom	Fertility rate, total (births per woman)	2005	1.76
United Kingdom	Fertility rate, total (births per woman)	2006	1.82
United Kingdom	Fertility rate, total (births per woman)	2007	1.86
United Kingdom	Fertility rate, total (births per woman)	2008	1.91
United Kingdom	Fertility rate, total (births per woman)	2009	1.89
United Kingdom	Fertility rate, total (births per woman)	2010	1.92
United Kingdom	Fertility rate, total (births per woman)	2011	1.91
United Kingdom	Fertility rate, total (births per woman)	2012	1.92
United Kingdom	Fertility rate, total (births per woman)	2013	1.83
United Kingdom	Fertility rate, total (births per woman)	2014	1.83
United Kingdom	Fertility rate, total (births per woman)	2015	NA
United Kingdom	Long-term unemployment, female (% of female unemployment)	1960	NA
United Kingdom	Long-term unemployment, female (% of female unemployment)	1961	NA
United Kingdom	Long-term unemployment, female (% of female unemployment)	1962	NA
United Kingdom	Long-term unemployment, female (% of female unemployment)	1963	NA
United Kingdom	Long-term unemployment, female (% of female unemployment)	1964	NA
United Kingdom	Long-term unemployment, female (% of female unemployment)	1965	NA
United Kingdom	Long-term unemployment, female (% of female unemployment)	1966	NA
United Kingdom	Long-term unemployment, female (% of female unemployment)	1967	NA
United Kingdom	Long-term unemployment, female (% of female unemployment)	1968	NA
United Kingdom	Long-term unemployment, female (% of female unemployment)	1969	NA
United Kingdom	Long-term unemployment, female (% of female unemployment)	1970	NA
United Kingdom	Long-term unemployment, female (% of female unemployment)	1971	NA
United Kingdom	Long-term unemployment, female (% of female unemployment)	1972	NA
United Kingdom	Long-term unemployment, female (% of female unemployment)	1973	NA
United Kingdom	Long-term unemployment, female (% of female unemployment)	1974	NA
United Kingdom	Long-term unemployment, female (% of female unemployment)	1975	NA
United Kingdom	Long-term unemployment, female (% of female unemployment)	1976	NA
United Kingdom	Long-term unemployment, female (% of female unemployment)	1977	NA
United Kingdom	Long-term unemployment, female (% of female unemployment)	1978	NA
United Kingdom	Long-term unemployment, female (% of female unemployment)	1979	NA
United Kingdom	Long-term unemployment, female (% of female unemployment)	1980	NA
United Kingdom	Long-term unemployment, female (% of female unemployment)	1981	NA
United Kingdom	Long-term unemployment, female (% of female unemployment)	1982	NA
United Kingdom	Long-term unemployment, female (% of female unemployment)	1983	35.2000007629395
United Kingdom	Long-term unemployment, female (% of female unemployment)	1984	35.5
United Kingdom	Long-term unemployment, female (% of female unemployment)	1985	41.7999992370605
United Kingdom	Long-term unemployment, female (% of female unemployment)	1986	39.5999984741211
United Kingdom	Long-term unemployment, female (% of female unemployment)	1987	39.2000007629395
United Kingdom	Long-term unemployment, female (% of female unemployment)	1988	28.8999996185303
United Kingdom	Long-term unemployment, female (% of female unemployment)	1989	28
United Kingdom	Long-term unemployment, female (% of female unemployment)	1990	23.3999996185303
United Kingdom	Long-term unemployment, female (% of female unemployment)	1991	21.6000003814697
United Kingdom	Long-term unemployment, female (% of female unemployment)	1992	26.6000003814697
United Kingdom	Long-term unemployment, female (% of female unemployment)	1993	32.5
United Kingdom	Long-term unemployment, female (% of female unemployment)	1994	33.9000015258789
United Kingdom	Long-term unemployment, female (% of female unemployment)	1995	32.2000007629395
United Kingdom	Long-term unemployment, female (% of female unemployment)	1996	28
United Kingdom	Long-term unemployment, female (% of female unemployment)	1997	27.7000007629395
United Kingdom	Long-term unemployment, female (% of female unemployment)	1998	24
United Kingdom	Long-term unemployment, female (% of female unemployment)	1999	21.5
United Kingdom	Long-term unemployment, female (% of female unemployment)	2000	18.1000003814697
United Kingdom	Long-term unemployment, female (% of female unemployment)	2001	17.6000003814697
United Kingdom	Long-term unemployment, female (% of female unemployment)	2002	16.1000003814697
United Kingdom	Long-term unemployment, female (% of female unemployment)	2003	15.8000001907349
United Kingdom	Long-term unemployment, female (% of female unemployment)	2004	15.3000001907349
United Kingdom	Long-term unemployment, female (% of female unemployment)	2005	15.1000003814697
United Kingdom	Long-term unemployment, female (% of female unemployment)	2006	16.2000007629395
United Kingdom	Long-term unemployment, female (% of female unemployment)	2007	17.6000003814697
United Kingdom	Long-term unemployment, female (% of female unemployment)	2008	18.1000003814697
United Kingdom	Long-term unemployment, female (% of female unemployment)	2009	21.2999992370605
United Kingdom	Long-term unemployment, female (% of female unemployment)	2010	25.8999996185303
United Kingdom	Long-term unemployment, female (% of female unemployment)	2011	27.5
United Kingdom	Long-term unemployment, female (% of female unemployment)	2012	30.2999992370605
United Kingdom	Long-term unemployment, female (% of female unemployment)	2013	31.7000007629395
United Kingdom	Long-term unemployment, female (% of female unemployment)	2014	30.1000003814697
United Kingdom	Long-term unemployment, female (% of female unemployment)	2015	NA
United Kingdom	Long-term unemployment, male (% of male unemployment)	1960	NA
United Kingdom	Long-term unemployment, male (% of male unemployment)	1961	NA
United Kingdom	Long-term unemployment, male (% of male unemployment)	1962	NA
United Kingdom	Long-term unemployment, male (% of male unemployment)	1963	NA
United Kingdom	Long-term unemployment, male (% of male unemployment)	1964	NA
United Kingdom	Long-term unemployment, male (% of male unemployment)	1965	NA
United Kingdom	Long-term unemployment, male (% of male unemployment)	1966	NA
United Kingdom	Long-term unemployment, male (% of male unemployment)	1967	NA
United Kingdom	Long-term unemployment, male (% of male unemployment)	1968	NA
United Kingdom	Long-term unemployment, male (% of male unemployment)	1969	NA
United Kingdom	Long-term unemployment, male (% of male unemployment)	1970	NA
United Kingdom	Long-term unemployment, male (% of male unemployment)	1971	NA
United Kingdom	Long-term unemployment, male (% of male unemployment)	1972	NA
United Kingdom	Long-term unemployment, male (% of male unemployment)	1973	NA
United Kingdom	Long-term unemployment, male (% of male unemployment)	1974	NA
United Kingdom	Long-term unemployment, male (% of male unemployment)	1975	NA
United Kingdom	Long-term unemployment, male (% of male unemployment)	1976	NA
United Kingdom	Long-term unemployment, male (% of male unemployment)	1977	NA
United Kingdom	Long-term unemployment, male (% of male unemployment)	1978	NA
United Kingdom	Long-term unemployment, male (% of male unemployment)	1979	NA
United Kingdom	Long-term unemployment, male (% of male unemployment)	1980	NA
United Kingdom	Long-term unemployment, male (% of male unemployment)	1981	NA
United Kingdom	Long-term unemployment, male (% of male unemployment)	1982	NA
United Kingdom	Long-term unemployment, male (% of male unemployment)	1983	50.7000007629395
United Kingdom	Long-term unemployment, male (% of male unemployment)	1984	52.2999992370605
United Kingdom	Long-term unemployment, male (% of male unemployment)	1985	55.0999984741211
United Kingdom	Long-term unemployment, male (% of male unemployment)	1986	52.5
United Kingdom	Long-term unemployment, male (% of male unemployment)	1987	52.7000007629395
United Kingdom	Long-term unemployment, male (% of male unemployment)	1988	52.2000007629395
United Kingdom	Long-term unemployment, male (% of male unemployment)	1989	46.2000007629395
United Kingdom	Long-term unemployment, male (% of male unemployment)	1990	41.2000007629395
United Kingdom	Long-term unemployment, male (% of male unemployment)	1991	32.5999984741211
United Kingdom	Long-term unemployment, male (% of male unemployment)	1992	39.5999984741211
United Kingdom	Long-term unemployment, male (% of male unemployment)	1993	47.2999992370605
United Kingdom	Long-term unemployment, male (% of male unemployment)	1994	51.2000007629395
United Kingdom	Long-term unemployment, male (% of male unemployment)	1995	49.5
United Kingdom	Long-term unemployment, male (% of male unemployment)	1996	45.7999992370605
United Kingdom	Long-term unemployment, male (% of male unemployment)	1997	44.7000007629395
United Kingdom	Long-term unemployment, male (% of male unemployment)	1998	37.9000015258789
United Kingdom	Long-term unemployment, male (% of male unemployment)	1999	34.4000015258789
United Kingdom	Long-term unemployment, male (% of male unemployment)	2000	32.5999984741211
United Kingdom	Long-term unemployment, male (% of male unemployment)	2001	30.2999992370605
United Kingdom	Long-term unemployment, male (% of male unemployment)	2002	25.5
United Kingdom	Long-term unemployment, male (% of male unemployment)	2003	24.8999996185303
United Kingdom	Long-term unemployment, male (% of male unemployment)	2004	24.1000003814697
United Kingdom	Long-term unemployment, male (% of male unemployment)	2005	25.1000003814697
United Kingdom	Long-term unemployment, male (% of male unemployment)	2006	26.6000003814697
United Kingdom	Long-term unemployment, male (% of male unemployment)	2007	28.2999992370605
United Kingdom	Long-term unemployment, male (% of male unemployment)	2008	28.2000007629395
United Kingdom	Long-term unemployment, male (% of male unemployment)	2009	26.5
United Kingdom	Long-term unemployment, male (% of male unemployment)	2010	37.0999984741211
United Kingdom	Long-term unemployment, male (% of male unemployment)	2011	37.7000007629395
United Kingdom	Long-term unemployment, male (% of male unemployment)	2012	38
United Kingdom	Long-term unemployment, male (% of male unemployment)	2013	39.5
United Kingdom	Long-term unemployment, male (% of male unemployment)	2014	40.0999984741211
United Kingdom	Long-term unemployment, male (% of male unemployment)	2015	NA
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	1960	NA
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	1961	NA
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	1962	NA
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	1963	NA
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	1964	NA
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	1965	NA
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	1966	NA
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	1967	NA
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	1968	NA
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	1969	NA
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	1970	NA
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	1971	NA
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	1972	NA
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	1973	NA
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	1974	NA
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	1975	NA
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	1976	NA
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	1977	NA
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	1978	NA
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	1979	NA
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	1980	NA
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	1981	NA
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	1982	NA
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	1983	9.80000019073486
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	1984	10
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	1985	11
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	1986	10.8999996185303
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	1987	10.3999996185303
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	1988	8.60000038146973
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	1989	7.09999990463257
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	1990	6.59999990463257
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	1991	7.40000009536743
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	1992	7.40000009536743
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	1993	7.69999980926514
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	1994	7.40000009536743
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	1995	6.90000009536743
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	1996	6.30000019073486
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	1997	5.80000019073486
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	1998	5.40000009536743
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	1999	5.19999980926514
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	2000	4.90000009536743
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	2001	4.09999990463257
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	2002	4.40000009536743
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	2003	4.09999990463257
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	2004	4.19999980926514
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	2005	4.30000019073486
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	2006	4.90000009536743
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	2007	4.90000009536743
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	2008	5.09999990463257
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	2009	6.40000009536743
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	2010	6.90000009536743
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	2011	7.30000019073486
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	2012	7.40000009536743
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	2013	7
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	2014	5.80000019073486
United Kingdom	Unemployment, female (% of female labor force) (national estimate)	2015	NA
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	1960	NA
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	1961	NA
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	1962	NA
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	1963	NA
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	1964	NA
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	1965	NA
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	1966	NA
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	1967	NA
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	1968	NA
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	1969	NA
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	1970	NA
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	1971	NA
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	1972	NA
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	1973	NA
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	1974	NA
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	1975	NA
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	1976	NA
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	1977	NA
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	1978	NA
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	1979	NA
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	1980	NA
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	1981	NA
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	1982	NA
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	1983	12
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	1984	11.5
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	1985	11.8000001907349
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	1986	12
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	1987	11.5
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	1988	9.30000019073486
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	1989	7.59999990463257
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	1990	7.19999980926514
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	1991	9.39999961853027
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	1992	11.6000003814697
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	1993	12.3999996185303
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	1994	11.3999996185303
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	1995	10.1000003814697
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	1996	9.69999980926514
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	1997	8.10000038146973
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	1998	6.90000009536743
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	1999	6.80000019073486
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	2000	6.09999990463257
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	2001	5.19999980926514
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	2002	5.59999990463257
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	2003	5.40000009536743
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	2004	5
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	2005	5.19999980926514
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	2006	5.69999980926514
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	2007	5.59999990463257
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	2008	6.09999990463257
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	2009	8.5
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	2010	8.60000038146973
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	2011	8.60000038146973
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	2012	8.30000019073486
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	2013	8
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	2014	6.40000009536743
United Kingdom	Unemployment, male (% of male labor force) (national estimate)	2015	NA
United Kingdom	GDP per capita (constant LCU)	1960	8975.76742239933
United Kingdom	GDP per capita (constant LCU)	1961	9137.01685646472
United Kingdom	GDP per capita (constant LCU)	1962	9180.11619041626
United Kingdom	GDP per capita (constant LCU)	1963	9472.15141519579
United Kingdom	GDP per capita (constant LCU)	1964	9884.89840181943
United Kingdom	GDP per capita (constant LCU)	1965	10095.5165842845
United Kingdom	GDP per capita (constant LCU)	1966	10245.7639156989
United Kingdom	GDP per capita (constant LCU)	1967	10426.2386180344
United Kingdom	GDP per capita (constant LCU)	1968	10789.0512033818
United Kingdom	GDP per capita (constant LCU)	1969	10964.8036853325
United Kingdom	GDP per capita (constant LCU)	1970	11212.5668066453
United Kingdom	GDP per capita (constant LCU)	1971	11554.6037162475
United Kingdom	GDP per capita (constant LCU)	1972	12002.3074127236
United Kingdom	GDP per capita (constant LCU)	1973	12762.3652833665
United Kingdom	GDP per capita (constant LCU)	1974	12432.9389179515
United Kingdom	GDP per capita (constant LCU)	1975	12241.2075043841
United Kingdom	GDP per capita (constant LCU)	1976	12615.0150409251
United Kingdom	GDP per capita (constant LCU)	1977	12946.7897777202
United Kingdom	GDP per capita (constant LCU)	1978	13480.8494314878
United Kingdom	GDP per capita (constant LCU)	1979	13963.9473560087
United Kingdom	GDP per capita (constant LCU)	1980	13644.6975325023
United Kingdom	GDP per capita (constant LCU)	1981	13524.3776097662
United Kingdom	GDP per capita (constant LCU)	1982	13810.0294527218
United Kingdom	GDP per capita (constant LCU)	1983	14385.4535492329
United Kingdom	GDP per capita (constant LCU)	1984	14687.0230749413
United Kingdom	GDP per capita (constant LCU)	1985	15173.2235557221
United Kingdom	GDP per capita (constant LCU)	1986	15616.557797906
United Kingdom	GDP per capita (constant LCU)	1987	16447.6699837418
United Kingdom	GDP per capita (constant LCU)	1988	17385.0370027561
United Kingdom	GDP per capita (constant LCU)	1989	17776.4461918627
United Kingdom	GDP per capita (constant LCU)	1990	17818.5750330154
United Kingdom	GDP per capita (constant LCU)	1991	17543.9423913986
United Kingdom	GDP per capita (constant LCU)	1992	17574.7636826155
United Kingdom	GDP per capita (constant LCU)	1993	17996.5234768111
United Kingdom	GDP per capita (constant LCU)	1994	18673.2767080075
United Kingdom	GDP per capita (constant LCU)	1995	19540.1489597465
United Kingdom	GDP per capita (constant LCU)	1996	20010.4267749985
United Kingdom	GDP per capita (constant LCU)	1997	20577.4757285849
United Kingdom	GDP per capita (constant LCU)	1998	21210.3691955126
United Kingdom	GDP per capita (constant LCU)	1999	21797.7972721869
United Kingdom	GDP per capita (constant LCU)	2000	22545.1635720628
United Kingdom	GDP per capita (constant LCU)	2001	23077.9513783847
United Kingdom	GDP per capita (constant LCU)	2002	23553.573335664
United Kingdom	GDP per capita (constant LCU)	2003	24226.4059175446
United Kingdom	GDP per capita (constant LCU)	2004	24688.4065579553
United Kingdom	GDP per capita (constant LCU)	2005	25254.1650658432
United Kingdom	GDP per capita (constant LCU)	2006	25736.5132524592
United Kingdom	GDP per capita (constant LCU)	2007	26197.2832695908
United Kingdom	GDP per capita (constant LCU)	2008	25870.5611411783
United Kingdom	GDP per capita (constant LCU)	2009	24599.3090835402
United Kingdom	GDP per capita (constant LCU)	2010	24783.1461962151
United Kingdom	GDP per capita (constant LCU)	2011	25075.1934517754
United Kingdom	GDP per capita (constant LCU)	2012	25195.0484330529
United Kingdom	GDP per capita (constant LCU)	2013	25567.4799923516
United Kingdom	GDP per capita (constant LCU)	2014	26143.5572673023
United Kingdom	GDP per capita (constant LCU)	2015	NA
United Kingdom	GDP growth (annual %)	1960	NA
United Kingdom	GDP growth (annual %)	1961	2.57356996313516
United Kingdom	GDP growth (annual %)	1962	1.32799317852373
United Kingdom	GDP growth (annual %)	1963	3.95624116673754
United Kingdom	GDP growth (annual %)	1964	5.03828244878241
United Kingdom	GDP growth (annual %)	1965	2.78897682833296
United Kingdom	GDP growth (annual %)	1966	2.04931117754346
United Kingdom	GDP growth (annual %)	1967	2.31096510055488
United Kingdom	GDP growth (annual %)	1968	3.98473799467666
United Kingdom	GDP growth (annual %)	1969	2.05244565108865
United Kingdom	GDP growth (annual %)	1970	2.66816806505446
United Kingdom	GDP growth (annual %)	1971	3.48178576477576
United Kingdom	GDP growth (annual %)	1972	4.22747072174639
United Kingdom	GDP growth (annual %)	1973	6.53822915367329
United Kingdom	GDP growth (annual %)	1974	-2.51978197393599
United Kingdom	GDP growth (annual %)	1975	-1.54943324619776
United Kingdom	GDP growth (annual %)	1976	3.02832985248089
United Kingdom	GDP growth (annual %)	1977	2.59626585624979
United Kingdom	GDP growth (annual %)	1978	4.13061649563096
United Kingdom	GDP growth (annual %)	1979	3.67657255637364
United Kingdom	GDP growth (annual %)	1980	-2.16938877508191
