Country Name	Series Name	Time	Value
Indonesia	Fertility rate, total (births per woman)	1990	3.122
Indonesia	Fertility rate, total (births per woman)	1991	3.023
Indonesia	Fertility rate, total (births per woman)	1992	2.931
Indonesia	Fertility rate, total (births per woman)	1993	2.844
Indonesia	Fertility rate, total (births per woman)	1994	2.764
Indonesia	Fertility rate, total (births per woman)	1995	2.691
Indonesia	Fertility rate, total (births per woman)	1996	2.628
Indonesia	Fertility rate, total (births per woman)	1997	2.575
Indonesia	Fertility rate, total (births per woman)	1998	2.534
Indonesia	Fertility rate, total (births per woman)	1999	2.503
Indonesia	Fertility rate, total (births per woman)	2000	2.483
Indonesia	Fertility rate, total (births per woman)	2001	2.473
Indonesia	Fertility rate, total (births per woman)	2002	2.469
Indonesia	Fertility rate, total (births per woman)	2003	2.471
Indonesia	Fertility rate, total (births per woman)	2004	2.475
Indonesia	Fertility rate, total (births per woman)	2005	2.481
Indonesia	Fertility rate, total (births per woman)	2006	2.489
Indonesia	Fertility rate, total (births per woman)	2007	2.497
Indonesia	Fertility rate, total (births per woman)	2008	2.504
Indonesia	Fertility rate, total (births per woman)	2009	2.51
Indonesia	Fertility rate, total (births per woman)	2010	2.513
Indonesia	Fertility rate, total (births per woman)	2011	2.509
Indonesia	Fertility rate, total (births per woman)	2012	2.5
Indonesia	Fertility rate, total (births per woman)	2013	2.484
Indonesia	Fertility rate, total (births per woman)	2014	2.463
Indonesia	Fertility rate, total (births per woman)	2015	NA
Indonesia	GDP growth (annual %)	1960	NA
Indonesia	GDP growth (annual %)	1961	6.10491536970619
Indonesia	GDP growth (annual %)	1962	1.90966022522406
Indonesia	GDP growth (annual %)	1963	-2.25303656339437
Indonesia	GDP growth (annual %)	1964	3.45146579594365
Indonesia	GDP growth (annual %)	1965	0.947080215354234
Indonesia	GDP growth (annual %)	1966	2.85042825932244
Indonesia	GDP growth (annual %)	1967	1.1249969206026
Indonesia	GDP growth (annual %)	1968	12.0341784547595
Indonesia	GDP growth (annual %)	1969	7.47738592890043
Indonesia	GDP growth (annual %)	1970	8.1520959688881
Indonesia	GDP growth (annual %)	1971	6.99736403962214
Indonesia	GDP growth (annual %)	1972	7.88269775242935
Indonesia	GDP growth (annual %)	1973	9.7761638793003
Indonesia	GDP growth (annual %)	1974	8.25687602769311
Indonesia	GDP growth (annual %)	1975	6.18342895248323
Indonesia	GDP growth (annual %)	1976	5.9881464591719
Indonesia	GDP growth (annual %)	1977	8.63646515619783
Indonesia	GDP growth (annual %)	1978	9.20555751020397
Indonesia	GDP growth (annual %)	1979	7.09262217539246
Indonesia	GDP growth (annual %)	1980	8.72499892847533
Indonesia	GDP growth (annual %)	1981	8.14819099666488
Indonesia	GDP growth (annual %)	1982	1.10407370069908
Indonesia	GDP growth (annual %)	1983	8.44990771988539
Indonesia	GDP growth (annual %)	1984	7.17215198260404
Indonesia	GDP growth (annual %)	1985	3.47753879445149
Indonesia	GDP growth (annual %)	1986	5.96451638125059
Indonesia	GDP growth (annual %)	1987	5.30000314006259
Indonesia	GDP growth (annual %)	1988	6.35567874666685
Indonesia	GDP growth (annual %)	1989	9.08471433619376
Indonesia	GDP growth (annual %)	1990	9.00157322165104
Indonesia	GDP growth (annual %)	1991	8.92779614533879
Indonesia	GDP growth (annual %)	1992	7.22050160358023
Indonesia	GDP growth (annual %)	1993	7.25407541210932
Indonesia	GDP growth (annual %)	1994	7.54006667940328
Indonesia	GDP growth (annual %)	1995	8.39635804474467
Indonesia	GDP growth (annual %)	1996	7.64278628425994
Indonesia	GDP growth (annual %)	1997	4.69987254233793
Indonesia	GDP growth (annual %)	1998	-13.12672393471
Indonesia	GDP growth (annual %)	1999	0.791129835608501
Indonesia	GDP growth (annual %)	2000	4.920064597322
Indonesia	GDP growth (annual %)	2001	3.6434664472154
Indonesia	GDP growth (annual %)	2002	4.49947539085692
Indonesia	GDP growth (annual %)	2003	4.7803691216759
Indonesia	GDP growth (annual %)	2004	5.03087394501776
Indonesia	GDP growth (annual %)	2005	5.6925713038347
Indonesia	GDP growth (annual %)	2006	5.50095178520269
Indonesia	GDP growth (annual %)	2007	6.34502222667253
Indonesia	GDP growth (annual %)	2008	6.0137036000902
Indonesia	GDP growth (annual %)	2009	4.62887118256319
Indonesia	GDP growth (annual %)	2010	6.22385418062284
Indonesia	GDP growth (annual %)	2011	6.1697842077098
Indonesia	GDP growth (annual %)	2012	6.03005065305615
Indonesia	GDP growth (annual %)	2013	5.57921116782603
Indonesia	GDP growth (annual %)	2014	5.02466495739111
Indonesia	GDP growth (annual %)	2015	NA
Indonesia	GDP per capita (constant LCU)	1960	5248718.85540943
Indonesia	GDP per capita (constant LCU)	1961	5424219.30086517
Indonesia	GDP per capita (constant LCU)	1962	5383288.47809937
Indonesia	GDP per capita (constant LCU)	1963	5123737.77534358
Indonesia	GDP per capita (constant LCU)	1964	5160390.55298288
Indonesia	GDP per capita (constant LCU)	1965	5070559.43615233
Indonesia	GDP per capita (constant LCU)	1966	5075517.32395786
Indonesia	GDP per capita (constant LCU)	1967	4994978.6415864
Indonesia	GDP per capita (constant LCU)	1968	5446224.26350701
Indonesia	GDP per capita (constant LCU)	1969	5697514.37781398
Indonesia	GDP per capita (constant LCU)	1970	5999141.10273816
Indonesia	GDP per capita (constant LCU)	1971	6250874.61763432
Indonesia	GDP per capita (constant LCU)	1972	6568836.99061742
Indonesia	GDP per capita (constant LCU)	1973	7026288.39218473
Indonesia	GDP per capita (constant LCU)	1974	7414112.98593986
Indonesia	GDP per capita (constant LCU)	1975	7676300.47962879
Indonesia	GDP per capita (constant LCU)	1976	7936436.1080019
Indonesia	GDP per capita (constant LCU)	1977	8413953.430933
Indonesia	GDP per capita (constant LCU)	1978	8970086.84015657
Indonesia	GDP per capita (constant LCU)	1979	9380393.12633716
Indonesia	GDP per capita (constant LCU)	1980	9961177.09592442
Indonesia	GDP per capita (constant LCU)	1981	10523918.7598011
Indonesia	GDP per capita (constant LCU)	1982	10397193.6215584
Indonesia	GDP per capita (constant LCU)	1983	11023321.1449515
Indonesia	GDP per capita (constant LCU)	1984	11557167.1152972
Indonesia	GDP per capita (constant LCU)	1985	11708558.1149568
Indonesia	GDP per capita (constant LCU)	1986	12157173.1695268
Indonesia	GDP per capita (constant LCU)	1987	12553501.3372735
Indonesia	GDP per capita (constant LCU)	1988	13101730.3214617
Indonesia	GDP per capita (constant LCU)	1989	14032795.7463257
Indonesia	GDP per capita (constant LCU)	1990	15025890.5890318
Indonesia	GDP per capita (constant LCU)	1991	16085627.0068916
Indonesia	GDP per capita (constant LCU)	1992	16957986.0905147
Indonesia	GDP per capita (constant LCU)	1993	17891672.5550032
Indonesia	GDP per capita (constant LCU)	1994	18936473.8418096
Indonesia	GDP per capita (constant LCU)	1995	20211926.6495688
Indonesia	GDP per capita (constant LCU)	1996	21433609.5549635
Indonesia	GDP per capita (constant LCU)	1997	22117132.8375866
Indonesia	GDP per capita (constant LCU)	1998	18943100.5134747
Indonesia	GDP per capita (constant LCU)	1999	18828448.2654995
Indonesia	GDP per capita (constant LCU)	2000	19484342.9266102
Indonesia	GDP per capita (constant LCU)	2001	19920418.7431031
Indonesia	GDP per capita (constant LCU)	2002	20537018.871728
Indonesia	GDP per capita (constant LCU)	2003	21231721.8553907
Indonesia	GDP per capita (constant LCU)	2004	22004141.3370946
Indonesia	GDP per capita (constant LCU)	2005	22949801.5734852
Indonesia	GDP per capita (constant LCU)	2006	23894453.4157092
Indonesia	GDP per capita (constant LCU)	2007	25078803.405793
Indonesia	GDP per capita (constant LCU)	2008	26240858.1885203
Indonesia	GDP per capita (constant LCU)	2009	27098090.8702181
Indonesia	GDP per capita (constant LCU)	2010	28409603.4583816
Indonesia	GDP per capita (constant LCU)	2011	29768748.3200627
Indonesia	GDP per capita (constant LCU)	2012	31152839.4014924
Indonesia	GDP per capita (constant LCU)	2013	32468060.9501217
Indonesia	GDP per capita (constant LCU)	2014	33672449.2554036
Indonesia	GDP per capita (constant LCU)	2015	NA
Indonesia	Unemployment, female (% of female labor force) (national estimate)	1960	NA
Indonesia	Unemployment, female (% of female labor force) (national estimate)	1961	NA
Indonesia	Unemployment, female (% of female labor force) (national estimate)	1962	NA
Indonesia	Unemployment, female (% of female labor force) (national estimate)	1963	NA
Indonesia	Unemployment, female (% of female labor force) (national estimate)	1964	NA
Indonesia	Unemployment, female (% of female labor force) (national estimate)	1965	NA
Indonesia	Unemployment, female (% of female labor force) (national estimate)	1966	NA
Indonesia	Unemployment, female (% of female labor force) (national estimate)	1967	NA
Indonesia	Unemployment, female (% of female labor force) (national estimate)	1968	NA
Indonesia	Unemployment, female (% of female labor force) (national estimate)	1969	NA
Indonesia	Unemployment, female (% of female labor force) (national estimate)	1970	NA
Indonesia	Unemployment, female (% of female labor force) (national estimate)	1971	NA
Indonesia	Unemployment, female (% of female labor force) (national estimate)	1972	NA
Indonesia	Unemployment, female (% of female labor force) (national estimate)	1973	NA
Indonesia	Unemployment, female (% of female labor force) (national estimate)	1974	NA
Indonesia	Unemployment, female (% of female labor force) (national estimate)	1975	NA
Indonesia	Unemployment, female (% of female labor force) (national estimate)	1976	NA
Indonesia	Unemployment, female (% of female labor force) (national estimate)	1977	NA
Indonesia	Unemployment, female (% of female labor force) (national estimate)	1978	NA
Indonesia	Unemployment, female (% of female labor force) (national estimate)	1979	NA
Indonesia	Unemployment, female (% of female labor force) (national estimate)	1980	NA
Indonesia	Unemployment, female (% of female labor force) (national estimate)	1981	NA
Indonesia	Unemployment, female (% of female labor force) (national estimate)	1982	3.5
Indonesia	Unemployment, female (% of female labor force) (national estimate)	1983	NA
Indonesia	Unemployment, female (% of female labor force) (national estimate)	1984	NA
Indonesia	Unemployment, female (% of female labor force) (national estimate)	1985	2.09999990463257
Indonesia	Unemployment, female (% of female labor force) (national estimate)	1986	2.70000004768372
Indonesia	Unemployment, female (% of female labor force) (national estimate)	1987	NA
Indonesia	Unemployment, female (% of female labor force) (national estimate)	1988	2.79999995231628
Indonesia	Unemployment, female (% of female labor force) (national estimate)	1989	2.70000004768372
Indonesia	Unemployment, female (% of female labor force) (national estimate)	1990	NA
Indonesia	Unemployment, female (% of female labor force) (national estimate)	1991	NA
Indonesia	Unemployment, female (% of female labor force) (national estimate)	1992	3
Indonesia	Unemployment, female (% of female labor force) (national estimate)	1993	NA
Indonesia	Unemployment, female (% of female labor force) (national estimate)	1994	NA
Indonesia	Unemployment, female (% of female labor force) (national estimate)	1995	NA
Indonesia	Unemployment, female (% of female labor force) (national estimate)	1996	5.5
Indonesia	Unemployment, female (% of female labor force) (national estimate)	1997	NA
Indonesia	Unemployment, female (% of female labor force) (national estimate)	1998	6.09999990463257
Indonesia	Unemployment, female (% of female labor force) (national estimate)	1999	6.80000019073486
Indonesia	Unemployment, female (% of female labor force) (national estimate)	2000	6.69999980926514
Indonesia	Unemployment, female (% of female labor force) (national estimate)	2001	10.6000003814697
Indonesia	Unemployment, female (% of female labor force) (national estimate)	2002	NA
Indonesia	Unemployment, female (% of female labor force) (national estimate)	2003	13
Indonesia	Unemployment, female (% of female labor force) (national estimate)	2004	12.8999996185303
Indonesia	Unemployment, female (% of female labor force) (national estimate)	2005	14.1999998092651
Indonesia	Unemployment, female (% of female labor force) (national estimate)	2006	13.3999996185303
Indonesia	Unemployment, female (% of female labor force) (national estimate)	2007	10.8000001907349
Indonesia	Unemployment, female (% of female labor force) (national estimate)	2008	9.69999980926514
Indonesia	Unemployment, female (% of female labor force) (national estimate)	2009	8.5
Indonesia	Unemployment, female (% of female labor force) (national estimate)	2010	NA
Indonesia	Unemployment, female (% of female labor force) (national estimate)	2011	NA
Indonesia	Unemployment, female (% of female labor force) (national estimate)	2012	6.80000019073486
Indonesia	Unemployment, female (% of female labor force) (national estimate)	2013	6.40000009536743
Indonesia	Unemployment, female (% of female labor force) (national estimate)	2014	NA
Indonesia	Unemployment, female (% of female labor force) (national estimate)	2015	NA
Indonesia	Unemployment, male (% of male labor force) (national estimate)	1960	NA
Indonesia	Unemployment, male (% of male labor force) (national estimate)	1961	NA
Indonesia	Unemployment, male (% of male labor force) (national estimate)	1962	NA
Indonesia	Unemployment, male (% of male labor force) (national estimate)	1963	NA
Indonesia	Unemployment, male (% of male labor force) (national estimate)	1964	NA
Indonesia	Unemployment, male (% of male labor force) (national estimate)	1965	NA
Indonesia	Unemployment, male (% of male labor force) (national estimate)	1966	NA
Indonesia	Unemployment, male (% of male labor force) (national estimate)	1967	NA
Indonesia	Unemployment, male (% of male labor force) (national estimate)	1968	NA
Indonesia	Unemployment, male (% of male labor force) (national estimate)	1969	NA
Indonesia	Unemployment, male (% of male labor force) (national estimate)	1970	NA
Indonesia	Unemployment, male (% of male labor force) (national estimate)	1971	NA
Indonesia	Unemployment, male (% of male labor force) (national estimate)	1972	NA
Indonesia	Unemployment, male (% of male labor force) (national estimate)	1973	NA
Indonesia	Unemployment, male (% of male labor force) (national estimate)	1974	NA
Indonesia	Unemployment, male (% of male labor force) (national estimate)	1975	NA
Indonesia	Unemployment, male (% of male labor force) (national estimate)	1976	NA
Indonesia	Unemployment, male (% of male labor force) (national estimate)	1977	NA
Indonesia	Unemployment, male (% of male labor force) (national estimate)	1978	NA
Indonesia	Unemployment, male (% of male labor force) (national estimate)	1979	NA
Indonesia	Unemployment, male (% of male labor force) (national estimate)	1980	NA
Indonesia	Unemployment, male (% of male labor force) (national estimate)	1981	NA
Indonesia	Unemployment, male (% of male labor force) (national estimate)	1982	2.70000004768372
Indonesia	Unemployment, male (% of male labor force) (national estimate)	1983	NA
Indonesia	Unemployment, male (% of male labor force) (national estimate)	1984	NA
Indonesia	Unemployment, male (% of male labor force) (national estimate)	1985	2.20000004768372
Indonesia	Unemployment, male (% of male labor force) (national estimate)	1986	2.70000004768372
Indonesia	Unemployment, male (% of male labor force) (national estimate)	1987	NA
Indonesia	Unemployment, male (% of male labor force) (national estimate)	1988	2.90000009536743
Indonesia	Unemployment, male (% of male labor force) (national estimate)	1989	2.79999995231628
Indonesia	Unemployment, male (% of male labor force) (national estimate)	1990	NA
Indonesia	Unemployment, male (% of male labor force) (national estimate)	1991	NA
Indonesia	Unemployment, male (% of male labor force) (national estimate)	1992	2.70000004768372
Indonesia	Unemployment, male (% of male labor force) (national estimate)	1993	NA
Indonesia	Unemployment, male (% of male labor force) (national estimate)	1994	NA
Indonesia	Unemployment, male (% of male labor force) (national estimate)	1995	NA
Indonesia	Unemployment, male (% of male labor force) (national estimate)	1996	3.79999995231628
Indonesia	Unemployment, male (% of male labor force) (national estimate)	1997	NA
Indonesia	Unemployment, male (% of male labor force) (national estimate)	1998	5
Indonesia	Unemployment, male (% of male labor force) (national estimate)	1999	6
Indonesia	Unemployment, male (% of male labor force) (national estimate)	2000	5.69999980926514
Indonesia	Unemployment, male (% of male labor force) (national estimate)	2001	6.59999990463257
Indonesia	Unemployment, male (% of male labor force) (national estimate)	2002	NA
Indonesia	Unemployment, male (% of male labor force) (national estimate)	2003	7.59999990463257
Indonesia	Unemployment, male (% of male labor force) (national estimate)	2004	8.10000038146973
Indonesia	Unemployment, male (% of male labor force) (national estimate)	2005	9.5
Indonesia	Unemployment, male (% of male labor force) (national estimate)	2006	8.5
Indonesia	Unemployment, male (% of male labor force) (national estimate)	2007	8.10000038146973
Indonesia	Unemployment, male (% of male labor force) (national estimate)	2008	7.59999990463257
Indonesia	Unemployment, male (% of male labor force) (national estimate)	2009	7.5
Indonesia	Unemployment, male (% of male labor force) (national estimate)	2010	NA
Indonesia	Unemployment, male (% of male labor force) (national estimate)	2011	NA
Indonesia	Unemployment, male (% of male labor force) (national estimate)	2012	5.80000019073486
Indonesia	Unemployment, male (% of male labor force) (national estimate)	2013	6
Indonesia	Unemployment, male (% of male labor force) (national estimate)	2014	NA
Indonesia	Unemployment, male (% of male labor force) (national estimate)	2015	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	1960	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	1961	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	1962	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	1963	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	1964	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	1965	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	1966	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	1967	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	1968	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	1969	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	1970	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	1971	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	1972	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	1973	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	1974	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	1975	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	1976	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	1977	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	1978	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	1979	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	1980	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	1981	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	1982	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	1983	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	1984	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	1985	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	1986	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	1987	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	1988	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	1989	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	1990	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	1991	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	1992	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	1993	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	1994	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	1995	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	1996	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	1997	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	1998	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	1999	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	2000	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	2001	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	2002	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	2003	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	2004	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	2005	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	2006	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	2007	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	2008	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	2009	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	2010	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	2011	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	2012	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	2013	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	2014	NA
Indonesia	Long-term unemployment, female (% of female unemployment)	2015	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	1960	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	1961	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	1962	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	1963	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	1964	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	1965	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	1966	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	1967	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	1968	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	1969	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	1970	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	1971	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	1972	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	1973	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	1974	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	1975	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	1976	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	1977	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	1978	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	1979	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	1980	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	1981	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	1982	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	1983	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	1984	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	1985	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	1986	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	1987	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	1988	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	1989	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	1990	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	1991	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	1992	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	1993	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	1994	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	1995	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	1996	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	1997	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	1998	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	1999	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	2000	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	2001	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	2002	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	2003	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	2004	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	2005	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	2006	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	2007	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	2008	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	2009	NA
Indonesia	Long-term unemployment, male (% of male unemployment)	2010	NA
